INPUT	ALLMB
Sedum_rubrotinctum	Sedum_rubrotinctum
Sedum_salvadorense	
Sedum_tortuosum	Sedum_tortuosum
Sedum_torulosum	Sedum_torulosum
Sedum_treleasei	Sedum_treleasei
Sedum_tuberculatum	Sedum_tuberculatum
Tylecodon_cacalioides	
Tylecodon_hallii	Tylecodon_hallii
Tylecodon_nolteei	Tylecodon_nolteei
Tylecodon_paniculatus	Tylecodon_paniculatus
Tylecodon_pearsonii	Tylecodon_pearsonii
Tylecodon_viridiflorus	Tylecodon_viridiflorus
Tylecodon_wallichii	Tylecodon_wallichii
Villadia_albiflora	Villadia_albiflora
Villadia_guatemalensis	Villadia_guatemalensis
Villadia_minutiflora	Villadia_minutiflora
Villadia_nelsonii	Villadia_nelsonii
Villadia_virgata	Villadia_virgata
Acanthosicyos_horridus	Acanthosicyos_horridus
Coccinia_grandis	Coccinia_grandis
Corallocarpus_glomeruliflorus	Corallocarpus_glomeruliflorus
Cucumis_rigidus	Cucumis_rigidus
Dendrosicyos_socotranus	Dendrosicyos_socotranus
Dieterlea_fusiformis	Dieterlea_fusiformis
Dieterlea_maxima	Dieterlea_maxima
Doyerea_emetocathartica	Doyerea_emetocathartica
Penelopeia_spaerica	
Penelopeia_suburceolata	Penelopeia_suburceolata
Psiguria_triphylla	Psiguria_triphylla
Sicyos_lanceoloideus	Sicyos_lanceoloideus
Euphorbia_amplexicaulis	Euphorbia_amplexicaulis
Euphorbia_aphylla	Euphorbia_aphylla
Euphorbia_arnottiana	Euphorbia_arnottiana
Euphorbia_atrococca	Euphorbia_atrococca
Euphorbia_atropurpurea	Euphorbia_atropurpurea
Euphorbia_balsamifera	Euphorbia_balsamifera
Euphorbia_bindloensis	Euphorbia_bindloensis
Euphorbia_bourgaeana	Euphorbia_bourgaeana
Euphorbia_bravoana	Euphorbia_bravoana
Euphorbia_canariensis	Euphorbia_canariensis
Euphorbia_celastroides	Euphorbia_celastroides
Euphorbia_clusiiolia	
Euphorbia_degeneri	Euphorbia_degeneri
Euphorbia_deppeana	Euphorbia_deppeana
Euphorbia_desfoliata	
Euphorbia_eleanoriae	Euphorbia_eleanoriae
Euphorbia_halemanui	Euphorbia_halemanui
Euphorbia_handiensis	Euphorbia_handiensis
Euphorbia_herbstii	Euphorbia_herbstii
Euphorbia_kuwaleana	Euphorbia_kuwaleana
Euphorbia_lambii	Euphorbia_lambii
Euphorbia_mellifera	Euphorbia_mellifera
Euphorbia_milii	Euphorbia_milii
Euphorbia_misera	Euphorbia_misera
Euphorbia_multiformis	Euphorbia_multiformis_var._microphylla
Euphorbia_nummularia	Euphorbia_nummularia
Euphorbia_obtusifolia	
Euphorbia_olowaluana	Euphorbia_olowaluana
Euphorbia_piscatoria	Euphorbia_piscatoria
Euphorbia_punctulata	
Euphorbia_regis-jugae	
Euphorbia_remyi	Euphorbia_remyi
Euphorbia_rockii	Euphorbia_rockii
Euphorbia_skottsbergii	Euphorbia_skottsbergii
Euphorbia_sparsiflora	Euphorbia_sparsiflora
Euphorbia_stygiana	Euphorbia_stygiana
Euphorbia_tuckeyana	Euphorbia_tuckeyana
Euphorbia_viminea	Euphorbia_viminea
Astralagus_acanthocarpus	
Astralagus_acetabulosus	
Astralagus_acmophyllus	
Astralagus_acutifolius	
Astralagus_ahmed-adlii	
Astralagus_ajfreidii	
Astralagus_albispinus	
Astralagus_alexeenkoanus	
Astralagus_aloisii	
Astralagus_altimurensis	
Astralagus_amblolepis	
Astralagus_andalanicus	
Astralagus_angustifolius	
Astralagus_anisacanthus	
Astralagus_antabicus	
Astralagus_antheliophorus	
Astralagus_antoninae	
Astralagus_arbuscula	
Astralagus_ardahalicus	
Astralagus_argyrostachys	
Astralagus_armatus	
Astralagus_arnacantha	
Astralagus_arnacanthoides	
Astralagus_artemisiformis	
Astralagus_astrachanicus	
Astralagus_atraphaxifolius	
Astralagus_aureus	
Astralagus_baba-alliar	
Astralagus_baerii	
Astralagus_baghlanensis	
Astralagus_balearicus	
Astralagus_barba-jovis	
Astralagus_barboides	
Astralagus_belolipovii	
Astralagus_bethlehemiticus	
Astralagus_biabanensis	
Astralagus_biarjmandicus	
Astralagus_bobrovii	
Astralagus_bornmuelleranus	
Astralagus_brachycalyx	
Astralagus_brachypus	
Astralagus_bruguieri	
Astralagus_calliphysa	
Astralagus_callistachys	
Astralagus_campylanthus	
Astralagus_carduchorum	
Astralagus_carmanicus	
Astralagus_caroli-henrici	
Astralagus_caspicus	
Astralagus_catabostrychos	
Astralagus_caucasicus	
Astralagus_cemerinus	
Astralagus_cephalanthus	
Astralagus_cerasocrenus	
Astralagus_chalaranthus	
Astralagus_chartostegius	
Astralagus_chodshamastonicus	
Astralagus_chodshenticus	
Astralagus_chtonocephalus	
Astralagus_clusianus	
Astralagus_coluteoides	
Astralagus_coluteopsis	
Astralagus_commagenicus	
Astralagus_compactus	
Astralagus_confertissimus	
Astralagus_consimilis	
Astralagus_cornutus	
Astralagus_crassinervius	
Astralagus_crassispinus	
Astralagus_creticus	
Astralagus_croaticus	
Astralagus_cryptocarpos	
Astralagus_cuneifolius	
Astralagus_curviflorus	
Astralagus_cylleneus	
Astralagus_cymbostegis	
Astralagus_cysticalyx	
Astralagus_dactylocarpus	
Astralagus_demavendicola	
Astralagus_denudatus	
Astralagus_dillinghamii	
Astralagus_diopogon	
Astralagus_diphtherites	
Astralagus_dipodurus	
Astralagus_discernendus	
Astralagus_dissectus	
Astralagus_dolinicola	
Astralagus_dschuparensis	
Astralagus_dsharfii	
Astralagus_ecbatanus	
Astralagus_echidna	
Astralagus_echinus	
Astralagus_ekimii	
Astralagus_elazigensis	
Astralagus_endytanthus	
Astralagus_erinifolius	
Astralagus_eriocalyx	
Astralagus_eriostomus	
Astralagus_eustrophacanthus	
Astralagus_farakulumensis	
Astralagus_farsicus	
Astralagus_fasciculifolius	
Astralagus_fischeri	
Astralagus_flavescens	
Astralagus_floccosus	
Astralagus_fragiferus	
Astralagus_franziskae	
Astralagus_freitagii	
Astralagus_gamasiabensis	
Astralagus_genargenteus	
Astralagus_gennarii	
Astralagus_ghashghaicus	
Astralagus_glabrifolius	
Astralagus_glaucacanthos	
Astralagus_glaucops	
Astralagus_globiflorus	
Astralagus_goreanus	
Astralagus_gossypinus	
Astralagus_grahamianus	
Astralagus_granatensis	
Astralagus_gregarius	
Astralagus_greuteri	
Astralagus_grey-wilsonianus	
Astralagus_gummifer	
Astralagus_gymnolobus	
Astralagus_hadroacanthus	
Astralagus_harirudensis	
Astralagus_hololeios	
Astralagus_hostilis	
Astralagus_hypsogeton	
Astralagus_ibrahimianus	
Astralagus_icmadophilus	
Astralagus_infestus	
Astralagus_insignis	
Astralagus_interiectus	
Astralagus_iodotropis	
Astralagus_isauricus	
Astralagus_jaskensis	
Astralagus_karabaghensis	
Astralagus_karakalensis	
Astralagus_karjaginii	
Astralagus_kentrophyllus	
Astralagus_khaneradarensis	
Astralagus_kharvanensis	
Astralagus_khatamsazae	
Astralagus_koikitaensis	
Astralagus_koschukensis	
Astralagus_laconicus	
Astralagus_lamarckii	
Astralagus_lamondiae	
Astralagus_langtangensis	
Astralagus_lasiosemius	
Astralagus_lasiostylus	
Astralagus_lateritiiformis	
Astralagus_lateritius	
Astralagus_latus	
Astralagus_leiophyllus	
Astralagus_leiosemius	
Astralagus_leptus	
Astralagus_leucolachnus	
Astralagus_leucomallophorus	
Astralagus_leucoptilus	
Astralagus_lipschitzii	
Astralagus_longistylus	
Astralagus_macrosemius	
Astralagus_magnibracteatus	
Astralagus_massagetowii	
Astralagus_meimandicus	
Astralagus_melanochiton	
Astralagus_membranostipulus	
Astralagus_memoriosus	
Astralagus_meyeri	
Astralagus_michauxianus	
Astralagus_microcephalus	
Astralagus_micropterus	
Astralagus_molestus	
Astralagus_montis-parrowii	
Astralagus_mucronifolius	
Astralagus_multiceps	
Astralagus_murinus	
Astralagus_muschianus	
Astralagus_myriacanthus	
Astralagus_nepalensis	
Astralagus_nevadensis	
Astralagus_nigrivestitus	
Astralagus_nigrocalyx	
Astralagus_oihorensis	
Astralagus_oleaefolius	
Astralagus_oligophyllus	
Astralagus_oplites	
Astralagus_pachyrhachis	
Astralagus_parkeri	
Astralagus_parwanicus	
Astralagus_paucijugus	
Astralagus_pecten-erinis	
Astralagus_pecten-hystricis	
Astralagus_peltatus	
Astralagus_peltopsis	
Astralagus_phalacrophyton	
Astralagus_plumbeus	
Astralagus_podlechii	
Astralagus_polyacanthus	
Astralagus_porphyrophysa	
Astralagus_prusianus	
Astralagus_pseudanthylloides	
Astralagus_psilacanthus	
Astralagus_psilocentros	
Astralagus_pterocephalus	
Astralagus_raphiodontus	
Astralagus_remotiflorus	
Astralagus_renzii	
Astralagus_reshadianus	
Astralagus_roschanicus	
Astralagus_roussaeanus	
Astralagus_rubescens	
Astralagus_russanovii	
Astralagus_russellii	
Astralagus_sabzevarensis	
Astralagus_sanandajianus	
Astralagus_sangonensis	
Astralagus_sharestanicus	
Astralagus_sieberi	
Astralagus_sirinicus	
Astralagus_spinosus	
Astralagus_squarrosus	
Astralagus_stenolepis	
Astralagus_stenopterus	
Astralagus_stipitatus	
Astralagus_stocksii	
Astralagus_strictifolius	
Astralagus_strigosostipulatus	
Astralagus_submitis	
Astralagus_sumarensis	
Astralagus_susianus	
Astralagus_sympileicalycinus	
Astralagus_syriacus	
Astralagus_szovitsii	
Astralagus_talasseus	
Astralagus_talimansurensis	
Astralagus_taschkutanus	
Astralagus_terraciano	
Astralagus_terrestris	
Astralagus_thermensis	
Astralagus_trachyacanthos	
Astralagus_tragacantha	
Astralagus_turkmenorum	
Astralagus_unifoliolatus	
Astralagus_unijugus	
Astralagus_vaginans	
Astralagus_vallis-astoris	
Astralagus_vestitus	
Astralagus_villosissimus	
Astralagus_wachschii	
Astralagus_weberbaueri	
Astralagus_wendelboi	
Astralagus_wilhelminae	
Astralagus_xylocladus	
Astralagus_zachlensis	
Astralagus_zanskarensis	
Carmichaelia_appressa	Carmichaelia_appressa
Carmichaelia_arborea	Carmichaelia_arborea
Carmichaelia_astonii	Carmichaelia_astonii
Carmichaelia_australis	Carmichaelia_australis
Carmichaelia_carmichaeliae	
Carmichaelia_compacta	Carmichaelia_compacta
Carmichaelia_corrugata	Carmichaelia_corrugata
Carmichaelia_crassicaulis	Carmichaelia_crassicaulis
Carmichaelia_curta	Carmichaelia_curta
Carmichaelia_glabrescens	
Carmichaelia_hollowayi	Carmichaelia_hollowayii
Carmichaelia_juncea	Carmichaelia_juncea
Carmichaelia_kirkii	Carmichaelia_kirkii
Carmichaelia_monroi	Carmichaelia_monroi
Carmichaelia_muritai	Carmichaelia_muritai
Carmichaelia_nana	Carmichaelia_nana
Carmichaelia_odorata	Carmichaelia_odorata
Carmichaelia_petriei	Carmichaelia_petriei
Carmichaelia_stevensonii	Carmichaelia_stevensonii
Carmichaelia_torulosa	Carmichaelia_torulosa
Carmichaelia_uniflora	Carmichaelia_uniflora
Carmichaelia_vexillata	Carmichaelia_vexillata
Carmichaelia_williamsii	Carmichaelia_williamsii
Clianthus_maximus	
Clianthus_puniceus	Clianthus_puniceus
Colutea_abyssinica	Colutea_abyssinica
Colutea_acutifolia	Colutea_acutifolia
Colutea_afghanica	Colutea_afghanica
Colutea_arborescens	Colutea_arborescens
Colutea_armata	Colutea_armata
Colutea_armena	Colutea_armena
Colutea_brevialata	
Colutea_buhsei	Colutea_buhsei
Colutea_canescens	
Colutea_cilicica	Colutea_cilicica
Colutea_delavayi	Colutea_delavayi
Colutea_gifana	Colutea_gifana
Colutea_gracilis	Colutea_gracilis
Colutea_hispanica	
Colutea_hybrida	
Colutea_insularis	
Colutea_istria	Colutea_istria
Colutea_jarmolenkoi	Colutea_jarmolenkoi
Colutea_komarovii	Colutea_komarovii
Colutea_kopetdaghensis	
Colutea_melanocalyx	
Colutea_multiflora	Colutea_multiflora
Colutea_nepalensis	Colutea_nepalensis
Colutea_orientalis	Colutea_orientalis
Colutea_paulsenii	Colutea_paulsenii
Colutea_persica	Colutea_persica
Colutea_porphyrogramma	Colutea_porphyrogramma
Colutea_uniflora	Colutea_uniflora
Corethrodendron_fruticosum	
Corethrodendron_krassnowi	
Corethrodendron_lignosum	
Corethrodendron_multijugum	Corethrodendron_multijugum
Corethrodendron_scoparium	Corethrodendron_scoparium
Ebenus_cretica	Ebenus_cretica
Eremosparton_aphyllum	
Eremosparton_flaccidum	Eremosparton_flaccidum
Eremosparton_songoricum	
Eversmannia_botschantzevii	
Eversmannia_sarytavica	
Eversmannia_sogdiana	
Eversmannia_subspinosa	
Lotus_arborescens	Lotus_arborescens
Lotus_broussonettii	
Lotus_brunneri	Lotus_brunneri
Lotus_campylocladus	Lotus_campylocladus
Lotus_dumetorum	Lotus_dumetorum
Lotus_eriophthalmus	Lotus_eriophthalmus
Lotus_holosericeus	Lotus_holosericeus
Lotus_jacobaeus	Lotus_jacobaeus
Lotus_latifolius	Lotus_latifolius
Lotus_mascaensis	Lotus_mascaensis
Lotus_spartioides	Lotus_spartioides
Lotus_spectabilis	Lotus_spectabilis
Lupinus_albifrons	Lupinus_albifrons
Lupinus_alpicola	Lupinus_alpicola
Lupinus_arboreus	Lupinus_arboreus
Lupinus_bogotensis	Lupinus_bogotensis
Lupinus_breweri	Lupinus_breweri_var._bryoides
Lupinus_breweri	Lupinus_breweri_var._breweri
Lupinus_cacuminus	
Lupinus_carchiensis	Lupinus_carchiensis
Lupinus_carpapaticus	Lupinus_carpapaticus
Lupinus_caucensis	Lupinus_caucensis
Lupinus_celsimontanus	Lupinus_celsimontanus
Lupinus_chamissonis	Lupinus_chamissonis
Lupinus_chlorolepis	Lupinus_chlorolepis
Lupinus_cotopaxiensis	
Lupinus_elegans	Lupinus_elegans
Lupinus_eriocladus	Lupinus_eriocladus
Lupinus_excubitus	Lupinus_excubitus
Lupinus_extrarius	
Lupinus_foliosus	Lupinus_foliosus
Lupinus_hornemannii	
Lupinus_humifusus	Lupinus_humifusus
Lupinus_insulae	
Lupinus_involutus	
Lupinus_jaimehintoniana	Lupinus_jaime-hintonianus
Lupinus_kellermanianus	Lupinus_kellermanianus
Lupinus_kunthii	Lupinus_kunthii
Lupinus_lacus	
Lupinus_laevigatus	Lupinus_laevigatus
Lupinus_montanus	Lupinus_montanus_var._montanus
Lupinus_montanus	Lupinus_montanus_var._nelsonii
Lupinus_muelleri	Lupinus_muelleri
Lupinus_nonoensis	
Lupinus_paniculatus	Lupinus_paniculatus
Lupinus_parvifolius	Lupinus_parvifolius
Lupinus_pasochoensis	
Lupinus_patulus	
Lupinus_pendentiflorus	
Lupinus_penlandianus	
Lupinus_proculaustrinus	Lupinus_proculaustrinus
Lupinus_pseudotsugoides	
Lupinus_pubescens	Lupinus_pubescens
Lupinus_ramosissimus	Lupinus_ramosissimus
Lupinus_richardianus	Lupinus_richardianus
Lupinus_rowleeanus	
Lupinus_rupestris	Lupinus_rupestris
Lupinus_sarmentosus	Lupinus_sarmentosus
Lupinus_semperflorens	Lupinus_semperflorens
Lupinus_smithianus	Lupinus_smithianus
Lupinus_tauris	Lupinus_tauris
Lupinus_ulbrichianus	Lupinus_ulbrichianus
Lupinus_valerioi	Lupinus_valerioi
Lupinus_velutinus	Lupinus_velutinus
Lupinus_weberbaueri	Lupinus_weberbaueri
Medicago_arborea	Medicago_arborea
Medicago_strasseri	Medicago_strasseri
Onobrychis_afghanica	Onobrychis_afghanica
Onobrychis_arnacantha	Onobrychis_arnacantha
Onobrychis_cornuta	Onobrychis_cornuta
Onobrychis_darwasica	Onobrychis_darwasica
Onobrychis_echidna	Onobrychis_echidna
Onobrychis_elymaitica	Onobrychis_elymaitica
Onobrychis_samanganica	Onobrychis_samanganica
Onobrychis_spinosissima	Onobrychis_spinosissima
Ononis_angustissima	Ononis_angustissima_subsp._angustissima
Ononis_angustissima	Ononis_angustissima_subsp._longifolia
Ononis_antiquorum	
Ononis_aragonensis	Ononis_aragonensis
Ononis_christii	Ononis_christii
Ononis_crispo	
Ononis_fruticosa	Ononis_fruticosa
Ononis_hesperia	Ononis_hesperia
Ononis_natrix	Ononis_natrix
Ononis_ramosissima	Ononis_ramosissima
Ononis_reuteri	Ononis_reuteri
Ononis_rotundifolia	Ononis_rotundifolia
Ononis_speciosa	Ononis_speciosa
Ononis_talaverae	Ononis_talaverae
Ononis_tridendata	
Ononis_vaginalis	Ononis_vaginalis
Oxytropis_aciphylla	Oxytropis_aciphylla
Oxytropis_echidna	Oxytropis_echidna
Oxytropis_hystryx	
Oxytropis_microsphaera	Oxytropis_microsphaera
Oxytropis_polyphylla	Oxytropis_polyphylla
Oxytropis_pulvinoides	Oxytropis_pulvinoides
Oxytropis_spinifer	Oxytropis_spinifer
Oxytropis_tianschanica	Oxytropis_tianschanica
Oxytropis_trachacanthoides	
Smirnowia_turkestana	Smirnowia_turkestana
Streblorrhiza_speciosa	Streblorrhiza_speciosa
Sutherlandia_frutescens	Sutherlandia_frutescens
Sutherlandia_tomentosa	Sutherlandia_tomentosa
Taverniera_abyssinica	Taverniera_abyssinica
Taverniera_aegyptiaca	Taverniera_aegyptiaca
Taverniera_albida	Taverniera_albida
Taverniera_cuneifolia	Taverniera_cuneifolia
Taverniera_diffusa	Taverniera_diffusa
Taverniera_glauca	Taverniera_glauca
Taverniera_longisetosa	Taverniera_longisetosa
Taverniera_multinoda	Taverniera_multinoda
Taverniera_nummularia	Taverniera_nummularia
Taverniera_oligantha	Taverniera_oligantha
Taverniera_schimperi	Taverniera_schimperi
Taverniera_sericophylla	Taverniera_sericophylla
Taverniera_spartea	Taverniera_spartea
Aripuana_cullmaniorum	Aripuana_cullmaniorum
Exacum_fruticosum	Exacum_fruticosum
Exacum_giganteum	Exacum_giganteum
Gentianothamnus_madagascariensis	Gentianothamnus_madagascariensis
Ixanthus_viscosus	Ixanthus_viscosus
Rogersonanthus_arboreus	Rogersonanthus_arboreus
Rogersonanthus_quelchii	Rogersonanthus_quelchii
Symbolanthus_albo-arenicolus	
Symbolanthus_aureus	Symbolanthus_aureus
Symbolanthus_australis	Symbolanthus_australis
Symbolanthus_brittonianus	Symbolanthus_brittonianus
Symbolanthus_calygonus	Symbolanthus_calygonus
Symbolanthus_condorensis	Symbolanthus_condorensis
Symbolanthus_daturoides	
Symbolanthus_huachamacariensis	Symbolanthus_huachamacariensis
Symbolanthus_incaicus	Symbolanthus_incaicus
Symbolanthus_jasonii	Symbolanthus_jasonii
Symbolanthus_mathewsii	Symbolanthus_mathewsii
Symbolanthus_obscure-rosaceus	
Symbolanthus_pascoensis	Symbolanthus_pascoensis
Symbolanthus_pauciflorus	Symbolanthus_pauciflorus
Symbolanthus_pterocalyx	Symbolanthus_pterocalyx
Symbolanthus_rosmarinifolius	Symbolanthus_rosmarinifolius
Symbolanthus_sessilis	Symbolanthus_sessilis
Symbolanthus_tetrapterus	Symbolanthus_tetrapterus
Tachiadenus_antaisaka	Tachiadenus_antaisaka
Tachiadenus_boivinii	Tachiadenus_boivinii
Tachiadenus_longiflorus	Tachiadenus_longiflorus
Tachiadenus_pervillei	Tachiadenus_pervillei
Tachiadenus_tubiflorus	Tachiadenus_tubiflorus
Tachiadenus_vohimavensis	Tachiadenus_vohimavensis
Geranium_arboreum	Geranium_arboreum
Geranium_cuneatum	Geranium_cuneatum
Geranium_exallum	Geranium_exallum
Geranium_hanaense	Geranium_hanaense
Geranium_humile	Geranium_humile
Geranium_jahnii	Geranium_jahnii
Geranium_kauaiense	Geranium_kauaiense
Geranium_lignosum	Geranium_lignosum
Geranium_lindenianum	Geranium_lindenianum
Geranium_loxense	Geranium_loxense
Geranium_multiflorum	Geranium_multiflorum
Pelargonium_abrotanifolium	Pelargonium_abrotanifolium
Pelargonium_acetosum	Pelargonium_acetosum
Pelargonium_alternans	Pelargonium_alternans
Pelargonium_antidysentericum	Pelargonium_antidysentericum
Pelargonium_betulinum	Pelargonium_betulinum
Pelargonium_capitatum	Pelargonium_capitatum
Pelargonium_carnosum	Pelargonium_carnosum
Pelargonium_caylae	Pelargonium_caylae
Pelargonium_citronellum	Pelargonium_citronellum
Pelargonium_cordifolium	Pelargonium_cordifolium
Pelargonium_cotyledonis	Pelargonium_cotyledonis
Pelargonium_crassipes	Pelargonium_crassipes
Pelargonium_crispum	Pelargonium_crispum
Pelargonium_crithmifolium	Pelargonium_crithmifolium
Pelargonium_cucullatum	Pelargonium_cucullatum
Pelargonium_dasyphyllum	Pelargonium_dasyphyllum
Pelargonium_denticulatum	Pelargonium_denticulatum
Pelargonium_desertorum	Pelargonium_desertorum
Pelargonium_divisifolium	Pelargonium_divisifolium
Pelargonium_echincatum	
Pelargonium_exstipulatum	Pelargonium_exstipulatum
Pelargonium_fragile	Pelargonium_fragile
Pelargonium_fruticulosum	
Pelargonium_fulgidum	Pelargonium_fulgidum
Pelargonium_gibbosum	Pelargonium_gibbosum
Pelargonium_glutinosum	Pelargonium_glutinosum
Pelargonium_grandicalcaratum	Pelargonium_grandicalcaratum
Pelargonium_graveolens	Pelargonium_graveolens
Pelargonium_greytonense	Pelargonium_greytonense
Pelargonium_griseum	Pelargonium_griseum
Pelargonium_hermanniifolium	Pelargonium_hermanniifolium
Pelargonium_hirtum	Pelargonium_hirtum
Pelargonium_hispidum	Pelargonium_hispidum
Pelargonium_inquinans	Pelargonium_inquinans
Pelargonium_ionidiflorum	Pelargonium_ionidiflorum
Pelargonium_karooicum	Pelargonium_karooicum
Pelargonium_odoratissimum	Pelargonium_odoratissimum
Pelargonium_otaviense	Pelargonium_otaviense
Pelargonium_panduriforme	Pelargonium_panduriforme
Pelargonium_paniculatum	Pelargonium_paniculatum
Pelargonium_papilionaceum	Pelargonium_papilionaceum
Pelargonium_plurisectum	Pelargonium_plurisectum
Pelargonium_premorsum	
Pelargonium_pseudoglutinosum	Pelargonium_pseudoglutinosum
Pelargonium_quercifolium	Pelargonium_quercifolium
Pelargonium_radens	Pelargonium_radens
Pelargonium_rhodanthum	
Pelargonium_ribifolium	Pelargonium_ribifolium
Pelargonium_scabroide	Pelargonium_scabroide
Pelargonium_scabrum	Pelargonium_scabrum
Pelargonium_stipulaceum	Pelargonium_stipulaceum
Pelargonium_sublignosum	Pelargonium_sublignosum
Pelargonium_ternatum	Pelargonium_ternatum
Pelargonium_tragacanthoides	Pelargonium_tragacanthoides
Pelargonium_vitifolium	Pelargonium_vitifolium
Pelargonium_xerophyton	Pelargonium_xerophyton
Pelargonium_zonale	Pelargonium_zonale
Aeschynanthus_acuminatissimus	Aeschynanthus_acuminatissimus
Aeschynanthus_acuminatus	Aeschynanthus_acuminatus
Aeschynanthus_andersonii	Aeschynanthus_andersonii
Aeschynanthus_angustifolius	Aeschynanthus_angustifolius
Aeschynanthus_angustioblongus	Aeschynanthus_angustioblongus
Aeschynanthus_angustissimus	Aeschynanthus_angustissimus
Aeschynanthus_austroyunnanensis	Aeschynanthus_austroyunnanensis
Aeschynanthus_bracteatus	Aeschynanthus_bracteatus
Aeschynanthus_buxifolius	Aeschynanthus_buxifolius
Aeschynanthus_chrysanthus	Aeschynanthus_chrysanthus
Aeschynanthus_denticuliger	
Aeschynanthus_dolichanthus	
Aeschynanthus_gracilis	Aeschynanthus_gracilis
Aeschynanthus_hildebrandtii	Aeschynanthus_hildebrandtii
Aeschynanthus_hookeri	Aeschynanthus_hookeri
Aeschynanthus_humilis	Aeschynanthus_humilis
Aeschynanthus_lancilimbus	Aeschynanthus_lancilimbus
Aeschynanthus_lasianthus	Aeschynanthus_lasianthus
Aeschynanthus_lasiocalyx	Aeschynanthus_lasiocalyx
Aeschynanthus_linearifolius	Aeschynanthus_linearifolius
Aeschynanthus_lineatus	Aeschynanthus_lineatus
Aeschynanthus_lobbiana	
Aeschynanthus_longicalyx	Aeschynanthus_longicalyx
Aeschynanthus_longicaulis	Aeschynanthus_longicaulis
Aeschynanthus_longiflora	
Aeschynanthus_macranthus	Aeschynanthus_macranthus
Aeschynanthus_maculatus	
Aeschynanthus_marmorata	
Aeschynanthus_medogensis	Aeschynanthus_medogensis
Aeschynanthus_mengxingensis	Aeschynanthus_mengxingensis
Aeschynanthus_mimetes	
Aeschynanthus_moningeriae	Aeschynanthus_moningeriae
Aeschynanthus_montisucris	Aeschynanthus_montisucris
Aeschynanthus_motleyi	
Aeschynanthus_obconica	
Aeschynanthus_pachyanthus	Aeschynanthus_pachyanthus
Aeschynanthus_pachytrichus	Aeschynanthus_pachytrichus
Aeschynanthus_perakensis	
Aeschynanthus_poilanei	Aeschynanthus_poilanei
Aeschynanthus_pullei	Aeschynanthus_pullei
Aeschynanthus_radicans	Aeschynanthus_radicans
Aeschynanthus_rhododendron	Aeschynanthus_rhododendron
Aeschynanthus_sinolongicalyx	
Aeschynanthus_speciosa	
Aeschynanthus_stenosepalus	Aeschynanthus_stenosepalus
Aeschynanthus_superbus	
