band	mean	std_dev
57	0.07397149232702627	0.2617244937905866
58	0.004681873465086437	0.06826385226416222
59	0.02097565514829278	0.14330274609857518
60	0.10973459682190796	0.3125586586262508
61	0.10606193877583574	0.30791687826253794
62	0.128763887417532	0.3349384252585202
63	0.00020784965083093978	0.014415493378777887
64	0.0001862849324395939	0.013647352503820664
65	0.002285714285714286	0.047754474093202694
66	0.00010323672364263209	0.01016002292426172
67	0.00021060291623096946	0.014510636190141504
68	8.2589341019648e-06	0.002873824262541518
69	2.8906256093828788e-05	0.0053763761514785575
70	5.047128711417569e-06	0.00224657589186507
71	4.8177137699894974e-05	0.006940808069907856
72	8.71776777426671e-06	0.002952573754335657
73	2.3859142961231645e-05	0.00488452389722159
74	1.8812025197101847e-05	0.0043372423617789495
75	1.0094215739084712e-05	0.00317712351756952
76	2.4317983791375558e-05	0.004931266817668649
77	9.176597657122853e-06	0.003029276059915684
78	0.00015554240251070215	0.012470694009225108
79	4.588298828561426e-06	0.0021420265582096057
80	0.008182159699354482	0.0900844712589732
81	5.964788477129854e-06	0.002442284360681259
82	1.1929576954259708e-05	0.0034539013650440866
83	5.505958594273711e-06	0.002346471452776202
84	5.047128711417569e-06	0.0022465758918650707
85	1.8353195314245705e-05	0.004284023631408619
86	4.588298828561426e-06	0.0021420265582096057
87	1.2847207246559013e-05	0.0035842770813408068
88	1.3306066602828136e-05	0.0036477238864009013
89	7.341278125698282e-06	0.002709469363424093
90	2.5694473439943985e-05	0.005068906512649315
91	9.635427539978994e-06	0.0031040835521156836
92	4.588298828561426e-06	0.0021420265582096053
93	0.00012021315352137363	0.010963516877311494
94	0.002940358752212495	0.054145295664727686
95	2.661209657438081e-05	0.005158622720329215
96	7.341278125698282e-06	0.002709469363424093
97	0.00014590790274825335	0.012078353100988938
98	5.4141926177024826e-05	0.007357920550594078
99	2.6612023312132422e-05	0.005158615619751839
100	0.0013837610864910325	0.037173193187383644
101	6.24008640684354e-05	0.00789917528610417
102	3.9459369925628266e-05	0.006281545421610303
103	8.71776777426671e-06	0.002952573754335656
104	4.588298828561426e-06	0.0021420265582096057
105	0.0003354037210083401	0.0183109591598112
106	1.5600173070155354e-05	0.003949674632771104
107	7.341278125698282e-06	0.002709469363424093
108	5.8730225005586254e-05	0.007663339726663368
109	8.71776777426671e-06	0.002952573754335657
110	6.331846572933926e-05	0.007957038173921063
111	8.029522949982496e-05	0.008960400782104822
112	7.800108008554425e-06	0.0027928564529652172
113	0.00011837810977688479	0.010879526478666727
114	0.00016793127481402528	0.01295774185191867
115	0.00012893119708257608	0.01135405539131261
116	2.982394238564927e-05	0.005461048701312765
117	1.1470704966585837e-05	0.0033868234954767588
118	8.71776777426671e-06	0.0029525737543356556
119	1.3764896485684279e-05	0.0037100818068216508
120	0.0002069318973819674	0.014383639197776518
121	9.58954455169338e-05	0.009792152448796077
122	1.8812025197101847e-05	0.0043372423617789495
123	1.1929576954259708e-05	0.003453901365044086
124	1.789436543138956e-05	0.004230135366991863
125	5.827139512273011e-05	0.0076333478610135785
126	1.422372636854042e-05	0.003771408762538026
127	5.643607559130554e-05	0.007512182809322296
128	0.00012342523848830235	0.011109005567502722
129	3.3035751565642265e-05	0.005747578638414681
130	5.047128711417569e-06	0.00224657589186507
131	1.5600208859266846e-05	0.003949679163267615
132	2.7070938246601567e-05	0.005202903555794978
133	0.0004854362250129962	0.022027268933856536
134	0.00013443715567684978	0.01159392437132584
135	5.964788477129854e-06	0.0024422843606812603
136	4.129468945705283e-06	0.002032105285951373
137	1.1929571480615823e-05	0.003453900572677235
138	0.0012250089008137362	0.03497868285122618
139	0.002927927204627795	0.054031050766315813
140	4.955349092872877e-05	0.007039249631904353
141	7.570689593467734e-05	0.008700641608558836
142	4.175351933990898e-05	0.006461561419930302
143	9.222480645408467e-05	0.009602931898079835
144	0.00011700162012831636	0.0108160959106881
145	3.6247427694411246e-05	0.006020474550930087
146	0.00014315472640011746	0.011963871995488201
147	2.5235643557087844e-05	0.0050234457018447105
148	0.00043359045935812096	0.02081832026537383
149	1.8353186893255112e-05	0.004284022648607961
150	4.129468945705283e-06	0.0020321052859513726
151	0.00031246257675636316	0.017673849153325094
152	2.2482653944237512e-05	0.004741534400856871
153	3.120024593135028e-05	0.005585630893283596
154	1.2847219035907978e-05	0.0035842787258904708
155	2.110617461138256e-05	0.004594097206282846
156	5.047128711417569e-06	0.00224657589186507
157	8.258937891410566e-06	0.002873824921834225
158	1.9729684962814133e-05	0.004441767182366205
159	0.0004794662279130097	0.021891467288633264
160	0.00011333082506675965	0.010645091882687035
161	6.882438769236416e-06	0.002623431226709212
162	1.6517875782821133e-05	0.004064185397173799
163	2.5694438071815956e-05	0.005068903024093884
164	1.5141386134252707e-05	0.0038911639483165754
165	7.43304069176832e-05	0.00862118796386499
166	3.211809179992998e-06	0.0017921492304701601
167	6.194203418557925e-05	0.007870082424598888
168	0.00021243823576239402	0.014573712833673516
169	5.138894687988797e-05	0.00716842423800563
170	6.423615412639289e-06	0.0025344770959320815
171	0.004113951926359022	0.06400802548045545
172	0.00018215529633730206	0.01349526271642455
173	0.0003110856614286815	0.017634877009492716
174	0.00016288453367763913	0.01276158306427254
175	0.00012480155634882035	0.01117076456292734
176	2.8906282619936986e-05	0.005376378618248726
177	4.588298828561426e-06	0.0021420265582096057
178	8.71776777426671e-06	0.002952573754335655
179	2.5694473439943985e-05	0.005068906512649315
180	9.635401013919484e-05	0.009815534934170676
181	0.00023400120028850972	0.015295307899051052
182	1.2388406837115851e-05	0.003519695066975532
183	0.00017252003595390962	0.013133555222829201
184	4.129468945705283e-06	0.0020321052859513726
185	3.6706373786510222e-06	0.0019158872370450874
