maherali_name	family	has_am	has_ecm	has_nm	has_er	has_orm	has_nfix
Achnatherum_sibiricum	Poaceae	1	0	0	0	0	
Achnatherum_splendens	Poaceae	1	0	0	0	0	
Achyroseris_tragopogonoides	Asteraceae	1	0	0	0	0	
Acinos_alpinus	Lamiaceae	1	0	0	0	0	
Acmella_calva	Asteraceae	1	0	0	0	0	
Aconitum_confertiflorum	Ranunculaceae	1	0	0	0	0	
Aconitum_delphiniifolium	Ranunculaceae	1	0	0	0	0	
Aconitum_septentrionale	Ranunculaceae	1	0	0	0	0	
Acronychia_pedunculata	Rutaceae	1	0	0	0	0	
Actinidia_chinensis	Actinidiaceae	1	0	0	0	0	
Actinostemon_concolor	Euphorbiaceae	1	0	0	0	0	
Actinotis_helianthi	Apiaceae	1	0	0	0	0	
Adamsia_scilloides	Liliaceae	1	0	0	0	0	
Adansonia_digitata	Malvaceae	1	0	0	0	0	
Adenanthera_pavonina	Fabaceae	1	0	0	0	0	
Adenium_obesum	Apocynaceae	1	0	0	0	0	
Adenophora_liliifolia	Campanulaceae	1	0	0	0	0	
Adenostoma_fasciculatum	Rosaceae	1	0	0	0	0	
Adonis_aestivalis	Ranunculaceae	1	0	0	0	0	
Adonis_turkestanica	Ranunculaceae	1	0	0	0	0	
Adonis_vernalis	Ranunculaceae	1	0	0	0	0	
Aegilops_crassa	Poaceae	1	0	0	0	0	
Aegilops_juvenalis	Poaceae	1	0	0	0	0	
Aegilops_speltoides	Poaceae	1	0	0	0	0	
Aegilops_tauschii	Poaceae	1	0	0	0	0	
Aegiphila_verticillata	Lamiaceae	1	0	0	0	0	
Aegonychon_purpurea-coeruleum	Boraginaceae	1	0	0	0	0	
Aegopodium_alpestre	Apiaceae	1	0	0	0	0	
Aeluropus_sinensis	Poaceae	1	0	0	0	0	
Aeonium_decorum	Crassulaceae	1	0	0	0	0	
Aeschynomene_indica	Fabaceae	1	0	0	0	0	
Aesculus_hippocastanum	Sapindaceae	1	0	0	0	0	
Aethusa_cynapium	Apiaceae	1	0	0	0	0	
Agathis_australis	Araucariaceae	1	0	0	0	0	
Agathis_lanceolata	Araucariaceae	1	0	0	0	0	
Agathis_robusta	Araucariaceae	1	0	0	0	0	
Agathosma_ovata	Rutaceae	1	0	0	0	0	
Agave_americana	Asparagaceae	1	0	0	0	0	
Agave_datylio	Asparagaceae	1	0	0	0	0	
Agave_deserti	Asparagaceae	1	0	0	0	0	
Agave_marmorata	Asparagaceae	1	0	0	0	0	
Agave_salmiana	Asparagaceae	1	0	0	0	0	
Agave_univittata	Asparagaceae	1	0	0	0	0	
Ageratina_espinosarum	Asteraceae	1	0	0	0	0	
Ageratum_conyzoides	Asteraceae	1	0	0	0	0	
Ageratum_houstonianum	Asteraceae	1	0	0	0	0	
Aglaonema_modestum	Araceae	1	0	0	0	0	
Agrestis_alpina	Poaceae	1	0	0	0	0	
Agrimonia_eupatoria	Rosaceae	1	0	0	0	0	
Agropyron_cristatum	Poaceae	1	0	0	0	0	
Agropyron_desertorum	Poaceae	1	0	0	0	0	
Agropyron_fragile	Poaceae	1	0	0	0	0	
Agropyron_lavrenkoanum	Poaceae	1	0	0	0	0	
Agrostis_flaccida	Poaceae	1	0	0	0	0	
Agrostis_gigantea	Poaceae	1	0	0	0	0	
Agrostis_perennans	Poaceae	1	0	0	0	0	
Agrostis_planifolia	Poaceae	1	0	0	0	0	
Agrostis_scabra	Poaceae	1	0	0	0	0	
Agrostis_vinealis	Poaceae	1	0	0	0	0	
Ajuga_genevensis	Lamiaceae	1	0	0	0	0	
Ajuga_pyramidalis	Lamiaceae	1	0	0	0	0	
Ajuga_reptans	Lamiaceae	1	0	0	0	0	
Alajja_anomala	Lamiaceae	1	0	0	0	0	
Albizia_corniculata	Fabaceae	1	0	0	0	0	
Albizia_ferruginea	Fabaceae	1	0	0	0	0	
Albizia_gummifera	Fabaceae	1	0	0	0	0	
Albizia_inundata	Fabaceae	1	0	0	0	0	
Albizia_julibrissin	Fabaceae	1	0	0	0	0	
Albizia_kalkora	Fabaceae	1	0	0	0	0	
Albizia_lebbeck	Fabaceae	1	0	0	0	0	
Albizia_niopoides	Fabaceae	1	0	0	0	0	
Alcea_nudiflora	Malvaceae	1	0	0	0	0	
Alcea_rosea	Malvaceae	1	0	0	0	0	
Alchemilla_alpina	Rosaceae	1	0	0	0	0	
Alchemilla_caucasica	Rosaceae	1	0	0	0	0	
Alchemilla_debilis	Rosaceae	1	0	0	0	0	
Alchemilla_dura	Rosaceae	1	0	0	0	0	
Alchemilla_glabra	Rosaceae	1	0	0	0	0	
Alchemilla_glaucescens	Rosaceae	1	0	0	0	0	
Alchemilla_glomerulans	Rosaceae	1	0	0	0	0	
Alchemilla_haraldi	Rosaceae	1	0	0	0	0	
Alchemilla_leiophylla	Rosaceae	1	0	0	0	0	
Alchemilla_persica	Rosaceae	1	0	0	0	0	
Alchemilla_sericata	Rosaceae	1	0	0	0	0	
Alchemilla_sericea	Rosaceae	1	0	0	0	0	
Alchemilla_sibirica	Rosaceae	1	0	0	0	0	
Alchemilla_smirnovii	Rosaceae	1	0	0	0	0	
Alchemilla_strictissima	Rosaceae	1	0	0	0	0	
Alchemilla_xanthochlora	Rosaceae	1	0	0	0	0	
Alchornea_cordifolia	Euphorbiaceae	1	0	0	0	0	
Alchornea_tiliifolia	Euphorbiaceae	1	0	0	0	0	
Alchorneopsis_floribunda	Euphorbiaceae	1	0	0	0	0	
Aleurites_moluccanus	Euphorbiaceae	1	0	0	0	0	
Alexgeorgea_nitens	Restionaceae	1	0	0	0	0	
Alhagi_maurorum	Fabaceae	1	0	0	0	0	
Alhagi_pseudalhagi	Fabaceae	1	0	0	0	0	
Alisma_subcordatum	Alismataceae	1	0	0	0	0	
Alisma_triviale	Alismataceae	1	0	0	0	0	
Allamanda_schottii	Apocynaceae	1	0	0	0	0	
Allamanda_violacea	Apocynaceae	1	0	0	0	0	
Allardia_tridactylites	Asteraceae	1	0	0	0	0	
Allium_albidum	Amaryllidaceae	1	0	0	0	0	
Allium_ampeloprasum	Amaryllidaceae	1	0	0	0	0	
Allium_borszczowii	Amaryllidaceae	1	0	0	0	0	
Allium_canadense	Amaryllidaceae	1	0	0	0	0	
Allium_carolinianum	Amaryllidaceae	1	0	0	0	0	
Allium_caspium	Amaryllidaceae	1	0	0	0	0	
Allium_cepa	Amaryllidaceae	1	0	0	0	0	
Allium_decipiens	Amaryllidaceae	1	0	0	0	0	
Allium_fedschenkoanum	Amaryllidaceae	1	0	0	0	0	
Allium_fetisowii	Amaryllidaceae	1	0	0	0	0	
Allium_fistulosum	Amaryllidaceae	1	0	0	0	0	
Allium_jodanthum	Amaryllidaceae	1	0	0	0	0	
Allium_karsianum	Amaryllidaceae	1	0	0	0	0	
Allium_porrum	Amaryllidaceae	1	0	0	0	0	
Allium_pseudostrictum	Amaryllidaceae	1	0	0	0	0	
Allium_sabulosum	Amaryllidaceae	1	0	0	0	0	
Allium_sativum	Amaryllidaceae	1	0	0	0	0	
Allium_saxatile	Amaryllidaceae	1	0	0	0	0	
Allium_schoenoprasum	Amaryllidaceae	1	0	0	0	0	
Allium_schubertii	Amaryllidaceae	1	0	0	0	0	
Allium_scorodoprasum	Amaryllidaceae	1	0	0	0	0	
Allium_stellatum	Amaryllidaceae	1	0	0	0	0	
Allium_strictum	Amaryllidaceae	1	0	0	0	0	
Allium_subhirsutum	Amaryllidaceae	1	0	0	0	0	
Allium_tenuissimum	Amaryllidaceae	1	0	0	0	0	
Allium_triquetrum	Amaryllidaceae	1	0	0	0	0	
Allium_ursinum	Amaryllidaceae	1	0	0	0	0	
Allium_victorialis	Amaryllidaceae	1	0	0	0	0	
Allium_vineale	Amaryllidaceae	1	0	0	0	0	
Allium_waldsteinii	Amaryllidaceae	1	0	0	0	0	
Allophylus_schweinfurthii	Sapindaceae	1	0	0	0	0	
Alnus_cordata	Betulaceae	1	0	0	0	0	
Alocasia_longiloba	Araceae	1	0	0	0	0	
Aloe_arborescens	Xanthorrhoeaceae	1	0	0	0	0	
Alopecurus_arundinaceus	Poaceae	1	0	0	0	0	
Alopecurus_geniculatus	Poaceae	1	0	0	0	0	
Alopecurus_myosuroides	Poaceae	1	0	0	0	0	
Alopecurus_pratensis	Poaceae	1	0	0	0	0	
Alpinia_conchigera	Zingiberaceae	1	0	0	0	0	
Alstonia_boonei	Apocynaceae	1	0	0	0	0	
Alstroemeria_aurea	Alstroemeriaceae	1	0	0	0	0	
Althaea_officinalis	Malvaceae	1	0	0	0	0	
Alysicarpus_rugosus	Fabaceae	1	0	0	0	0	
Alysicarpus_vaginalis	Fabaceae	1	0	0	0	0	
Alyxia_oliviformis	Apocynaceae	1	0	0	0	0	
Amaranthus_blitum	Amaranthaceae	1	0	0	0	0	
Amaranthus_hypochondriacus	Amaranthaceae	1	0	0	0	0	
Amaranthus_tricolor	Amaranthaceae	1	0	0	0	0	
Amaranthus_viridis	Amaranthaceae	1	0	0	0	0	
Ambrosia_artemisiifolia	Asteraceae	1	0	0	0	0	
Ambrosia_trifida	Asteraceae	1	0	0	0	0	
Amelanchier_florida	Rosaceae	1	0	0	0	0	
Amelanchier_ovalis	Rosaceae	1	0	0	0	0	
Amelanchier_spicata	Rosaceae	1	0	0	0	0	
Amischotolype_hispida	Commelinaceae	1	0	0	0	0	
Ammodendron_bifolium	Fabaceae	1	0	0	0	0	
Ammophila_breviligulata	Poaceae	1	0	0	0	0	
Amomum_petaloideum	Zingiberaceae	1	0	0	0	0	
Amomum_villosum	Zingiberaceae	1	0	0	0	0	
Amorpha_canescens	Fabaceae	1	0	0	0	0	
Amorpha_crenulata	Fabaceae	1	0	0	0	0	
Amorphophallus_bannaensis	Araceae	1	0	0	0	0	
Ampelodesmos_mauritanicus	Poaceae	1	0	0	0	0	
Amphimas_ferrugineus	Fabaceae	1	0	0	0	0	
Amphimas_pterocarpoides	Fabaceae	1	0	0	0	0	
Amsonia_tabernaemontana	Apocynaceae	1	0	0	0	0	
Amygdalus_bucharica	Rosaceae	1	0	0	0	0	
Anacardium_excelsum	Anacardiaceae	1	0	0	0	0	
Anacardium_occidentale	Anacardiaceae	1	0	0	0	0	
Anadelphia_longifolia	Poaceae	1	0	0	0	0	
Anadenanthera_colubrina	Fabaceae	1	0	0	0	0	
Anadenanthera_peregrina	Fabaceae	1	0	0	0	0	
Anagallis_arvensis	Primulaceae	1	0	0	0	0	
Anagallis_tenella	Primulaceae	1	0	0	0	0	
Ananas_comosus	Bromeliaceae	1	0	0	0	0	
Anaphalis_margaritacea	Asteraceae	1	0	0	0	0	
Anchusa_officinalis	Boraginaceae	1	0	0	0	0	
Andropogon_gayanus	Poaceae	1	0	0	0	0	
Andropogon_gerardii	Poaceae	1	0	0	0	0	
Andropogon_pintoi	Poaceae	1	0	0	0	0	
Andropogon_virginicus	Poaceae	1	0	0	0	0	
Androsace_obtusifolia	Primulaceae	1	0	0	0	0	
Anemonastrum_speciosum	Ranunculaceae	1	0	0	0	0	
Anemone_altaica	Ranunculaceae	1	0	0	0	0	
Anemone_narcissiflora	Ranunculaceae	1	0	0	0	0	
Anemone_sylvestris	Ranunculaceae	1	0	0	0	0	
Anemonoides_ranunculoides	Ranunculaceae	1	0	0	0	0	
Anethum_graveolens	Apiaceae	1	0	0	0	0	
Angelica_archangelica	Apiaceae	1	0	0	0	0	
Angelica_sylvestris	Apiaceae	1	0	0	0	0	
Angianthus_sp.	Asteraceae	1	0	0	0	0	
Aniba_citrifolia	Lauraceae	1	0	0	0	0	
Annona_cherimola	Annonaceae	1	0	0	0	0	
Annona_symphyocarpa	Annonaceae	1	0	0	0	0	
Antennaria_caucasica	Asteraceae	1	0	0	0	0	
Antennaria_dioica	Asteraceae	1	0	0	0	0	
Anthemis_abagensis	Asteraceae	1	0	0	0	0	
Anthemis_arvensis	Asteraceae	1	0	0	0	0	
Anthemis_cotula	Asteraceae	1	0	0	0	0	
Anthemis_marschalliana	Asteraceae	1	0	0	0	0	
Anthemis_rigescens	Asteraceae	1	0	0	0	0	
Anthemis_sosnovskyana	Asteraceae	1	0	0	0	0	
Anthocleista_schweinfurthii	Gentianaceae	1	0	0	0	0	
Anthoxanthum_arcticum	Poaceae	1	0	0	0	0	
Anthoxanthum_australe	Poaceae	1	0	0	0	0	
Anthriscus_cerefolium	Apiaceae	1	0	0	0	0	
Anthriscus_ruprechtii	Apiaceae	1	0	0	0	0	
Anthurium_affine	Araceae	1	0	0	0	0	
Anthurium_pentaphyllum	Araceae	1	0	0	0	0	
Anthurium_pittieri	Araceae	1	0	0	0	0	
Anthyllis_cytisoides	Fabaceae	1	0	0	0	0	
Anthyllis_macrocephala	Fabaceae	1	0	0	0	0	
Anthyllis_tetraphylla	Fabaceae	1	0	0	0	0	
Anthyllis_variegata	Fabaceae	1	0	0	0	0	
Antirrhinum_majus	Plantaginaceae	1	0	0	0	0	
Antrocaryon_klaineanum	Anacardiaceae	1	0	0	0	0	
Apeiba_echinata	Malvaceae	1	0	0	0	0	
Aphanes_arvensis	Rosaceae	1	0	0	0	0	
Apium_graveolens	Apiaceae	1	0	0	0	0	
Apocynum_cannabinum	Apocynaceae	1	0	0	0	0	
Apocynum_medium	Apocynaceae	1	0	0	0	0	
Aquilegia_olympica	Ranunculaceae	1	0	0	0	0	
Arabidopsis_arenosa	Brassicaceae	1	0	0	0	0	
Arachis_hypogaea	Fabaceae	1	0	0	0	0	
Araucaria_angustifolia	Araucariaceae	1	0	0	0	0	
Araucaria_bidwillii	Araucariaceae	1	0	0	0	0	
Araucaria_columnaris	Araucariaceae	1	0	0	0	0	
Araucaria_cunninghamii	Araucariaceae	1	0	0	0	0	
Arceuthos_drupaceae	Cupressaceae	1	0	0	0	0	
Arctagrostis_latifolia	Poaceae	1	0	0	0	0	
Arctium_minus	Asteraceae	1	0	0	0	0	
Arctium_nemorosum	Asteraceae	1	0	0	0	0	
Ardisia_crenata	Primulaceae	1	0	0	0	0	
Ardisia_thyrsiflora	Primulaceae	1	0	0	0	0	
Argania_spinosa	Sapotaceae	1	0	0	0	0	
Argemone_mexicana	Papaveraceae	1	0	0	0	0	
Aristida_adscensionis	Poaceae	1	0	0	0	0	
Aristida_contorta	Poaceae	1	0	0	0	0	
Aristida_mutabilis	Poaceae	1	0	0	0	0	
Aristida_purpurascens	Poaceae	1	0	0	0	0	
Aristida_purpurea	Poaceae	1	0	0	0	0	
Aristotelia_chilensis	Elaeocarpaceae	1	0	0	0	0	
Armeniaca_vulgaris	Rosaceae	1	0	0	0	0	
Armeria_arenaria	Plumbaginaceae	1	0	0	0	0	
Arnebia_decumbens	Boraginaceae	1	0	0	0	0	
Arnebia_hispidissima	Boraginaceae	1	0	0	0	0	
Arnica_angustifolia	Asteraceae	1	0	0	0	0	
Arnica_montana	Asteraceae	1	0	0	0	0	
Artemisia_alpina	Asteraceae	1	0	0	0	0	
Artemisia_annua	Asteraceae	1	0	0	0	0	
Artemisia_aralensis	Asteraceae	1	0	0	0	0	
Artemisia_arenaria	Asteraceae	1	0	0	0	0	
Artemisia_armeniaca	Asteraceae	1	0	0	0	0	
Artemisia_californica	Asteraceae	1	0	0	0	0	
Artemisia_campestris	Asteraceae	1	0	0	0	0	
Artemisia_dracunculus	Asteraceae	1	0	0	0	0	
Artemisia_frigida	Asteraceae	1	0	0	0	0	
Artemisia_latifolia	Asteraceae	1	0	0	0	0	
Artemisia_lavandulifolia	Asteraceae	1	0	0	0	0	
Artemisia_leucodes	Asteraceae	1	0	0	0	0	
Artemisia_ludoviciana	Asteraceae	1	0	0	0	0	
Artemisia_marschalliana	Asteraceae	1	0	0	0	0	
Artemisia_pauciflora	Asteraceae	1	0	0	0	0	
Artemisia_pontica	Asteraceae	1	0	0	0	0	
Artemisia_princeps	Asteraceae	1	0	0	0	0	
Artemisia_procera	Asteraceae	1	0	0	0	0	
Artemisia_quinqueloba	Asteraceae	1	0	0	0	0	
Artemisia_rupestris	Asteraceae	1	0	0	0	0	
Artemisia_scoparia	Asteraceae	1	0	0	0	0	
Artemisia_sericea	Asteraceae	1	0	0	0	0	
Artemisia_songarica	Asteraceae	1	0	0	0	0	
Artemisia_tilesii	Asteraceae	1	0	0	0	0	
Artemisia_tomentella	Asteraceae	1	0	0	0	0	
Artemisia_tridentata	Asteraceae	1	0	0	0	0	
Artemisia_umbelliformis	Asteraceae	1	0	0	0	0	
Arthraxon_hispidus	Poaceae	1	0	0	0	0	
Artocarpus_altilis	Moraceae	1	0	0	0	0	
Arum_italicum	Araceae	1	0	0	0	0	
Arum_maculatum	Araceae	1	0	0	0	0	
Arum_neglectum	Araceae	1	0	0	0	0	
Arundinella_hirta	Poaceae	1	0	0	0	0	
Arundo_donax	Poaceae	1	0	0	0	0	
Asclepias_incarnata	Apocynaceae	1	0	0	0	0	
Asclepias_syriaca	Apocynaceae	1	0	0	0	0	
Asclepias_tuberosa	Apocynaceae	1	0	0	0	0	
Asclepias_verticillata	Apocynaceae	1	0	0	0	0	
Asparagus_acutifolius	Asparagaceae	1	0	0	0	0	
Asparagus_breslerianus	Asparagaceae	1	0	0	0	0	
Asparagus_densiflorus	Asparagaceae	1	0	0	0	0	
Asparagus_inderiensis	Asparagaceae	1	0	0	0	0	
Asparagus_officinalis	Asparagaceae	1	0	0	0	0	
Asparagus_setaceus	Asparagaceae	1	0	0	0	0	
Asperula_cynanchica	Rubiaceae	1	0	0	0	0	
Asphodelus_fistulosus	Xanthorrhoeaceae	1	0	0	0	0	
Aspidistra_elatior	Asparagaceae	1	0	0	0	0	
Aspidosperma_oblongum	Apocynaceae	1	0	0	0	0	
Astelia_menziesiana	Asteliaceae	1	0	0	0	0	
Aster_amellus	Asteraceae	1	0	0	0	0	
Aster_biennis	Asteraceae	1	0	0	0	0	
Aster_lanceolatus	Asteraceae	1	0	0	0	0	
Astracantha_aurea	Fabaceae	1	0	0	0	0	
Astragalus_alatavicus	Fabaceae	1	0	0	0	0	
Astragalus_alopecias	Fabaceae	1	0	0	0	0	
Astragalus_applegatei	Fabaceae	1	0	0	0	0	
Astragalus_arpilobus	Fabaceae	1	0	0	0	0	
Astragalus_bornmuellerianus	Fabaceae	1	0	0	0	0	
Astragalus_brachypus	Fabaceae	1	0	0	0	0	
Astragalus_captiosus	Fabaceae	1	0	0	0	0	
Astragalus_cicer	Fabaceae	1	0	0	0	0	
Astragalus_contortuplicatus	Fabaceae	1	0	0	0	0	
Astragalus_crassicarpus	Fabaceae	1	0	0	0	0	
Astragalus_filicaulis	Fabaceae	1	0	0	0	0	
Astragalus_flexus	Fabaceae	1	0	0	0	0	
Astragalus_jagnobicus	Fabaceae	1	0	0	0	0	
Astragalus_lasioglottis	Fabaceae	1	0	0	0	0	
Astragalus_lasiosemius	Fabaceae	1	0	0	0	0	
Astragalus_macrostachys	Fabaceae	1	0	0	0	0	
Astragalus_onobrychis	Fabaceae	1	0	0	0	0	
Astragalus_paucijugus	Fabaceae	1	0	0	0	0	
Astragalus_peduncularis	Fabaceae	1	0	0	0	0	
Astragalus_penduliflorus	Fabaceae	1	0	0	0	0	
Astragalus_testiculatus	Fabaceae	1	0	0	0	0	
Astragalus_turczaninowii	Fabaceae	1	0	0	0	0	
Astragalus_villosissimus	Fabaceae	1	0	0	0	0	
Astragalus_vulpinus	Fabaceae	1	0	0	0	0	
Astrantia_maxima	Apiaceae	1	0	0	0	0	
Astrantia_ossica	Apiaceae	1	0	0	0	0	
Astrebla_lappacea	Poaceae	1	0	0	0	0	
Astrocaryum_mexicanum	Arecaceae	1	0	0	0	0	
Astronium_graveolens	Anacardiaceae	1	0	0	0	0	
Asyneuma_campanuloides	Campanulaceae	1	0	0	0	0	
Asyneuma_canescens	Campanulaceae	1	0	0	0	0	
Atamisquea_emarginata	Capparaceae	1	0	0	0	0	
Atriplex_barclayana	Amaranthaceae	1	0	0	0	0	
Atriplex_canescens	Amaranthaceae	1	0	0	0	0	
Atriplex_julacea	Amaranthaceae	1	0	0	0	0	
Atriplex_patula	Amaranthaceae	1	0	0	0	0	
Atriplex_verrucifera	Amaranthaceae	1	0	0	0	0	
Atriplex_vesicaria	Amaranthaceae	1	0	0	0	0	
Atropa_belladonna	Solanaceae	1	0	0	0	0	
Atropa_bella-donna	Solanaceae	1	0	0	0	0	
Aucuba_japonica	Garryaceae	1	0	0	0	0	
Aulacospermum_simplex	Apiaceae	1	0	0	0	0	
Austrocedrus_chilensis	Cupressaceae	1	0	0	0	0	
Autranella_congolensis	Sapotaceae	1	0	0	0	0	
Avena_barbata	Poaceae	1	0	0	0	0	
Avena_fatua	Poaceae	1	0	0	0	0	
Avena_nuda	Poaceae	1	0	0	0	0	
Avena_sterilis	Poaceae	1	0	0	0	0	
Avena_strigosa	Poaceae	1	0	0	0	0	
Axonopus_anceps	Poaceae	1	0	0	0	0	
Azadirachta_excelsa	Meliaceae	1	0	0	0	0	
Azadirachta_indica	Meliaceae	1	0	0	0	0	
Azorella_macquariensis	Apiaceae	1	0	0	0	0	
Baccaurea_ramiflora	Phyllanthaceae	1	0	0	0	0	
Baccharis_halimifolia	Asteraceae	1	0	0	0	0	
Baccharis_racemosa	Asteraceae	1	0	0	0	0	
Bactris_gasipaes	Arecaceae	1	0	0	0	0	
Baillonella_toxisperma	Sapotaceae	1	0	0	0	0	
Balanites_aegyptiacus	Zygophyllaceae	1	0	0	0	0	
Baldellia_ranunculoides	Alismataceae	1	0	0	0	0	
Balduina_angustifolia	Asteraceae	1	0	0	0	0	
Banksia_ericifolia	Proteaceae	1	0	0	0	0	
Baphia_nitida	Fabaceae	1	0	0	0	0	
Baptisia_alba	Fabaceae	1	0	0	0	0	
Baptisia_australis	Fabaceae	1	0	0	0	0	
Baptisia_bracteata	Fabaceae	1	0	0	0	0	
Baptisia_lactea	Fabaceae	1	0	0	0	0	
Barleria_cristata	Acanthaceae	1	0	0	0	0	
Barringtonia_racemosa	Lecythidaceae	1	0	0	0	0	
Bastardiopsis_densiflora	Malvaceae	1	0	0	0	0	
Bauhinia_forficata	Fabaceae	1	0	0	0	0	
Bauhinia_guianensis	Fabaceae	1	0	0	0	0	
Bebbia_juncea	Asteraceae	1	0	0	0	0	
Beckmannia_syzigachne	Poaceae	1	0	0	0	0	
Becquerelia_cymosa	Cyperaceae	1	0	0	0	0	
Begonia_augustinei	Begoniaceae	1	0	0	0	0	
Begonia_cathayana	Begoniaceae	1	0	0	0	0	
Begonia_corallina	Begoniaceae	1	0	0	0	0	
Begonia_diadema	Begoniaceae	1	0	0	0	0	
Begonia_maculata	Begoniaceae	1	0	0	0	0	
Begonia_metallica	Begoniaceae	1	0	0	0	0	
Begonia_rex	Begoniaceae	1	0	0	0	0	
Begonia_semperflorens	Begoniaceae	1	0	0	0	0	
Beilschmiedia_pendula	Lauraceae	1	0	0	0	0	
Beilschmiedia_tarairi	Lauraceae	1	0	0	0	0	
Berberis_canadensis	Berberidaceae	1	0	0	0	0	
Berberis_heteropoda	Berberidaceae	1	0	0	0	0	
Berberis_microphylla	Berberidaceae	1	0	0	0	0	
Berberis_oblonga	Berberidaceae	1	0	0	0	0	
Berberis_sibirica	Berberidaceae	1	0	0	0	0	
Berberis_thunbergii	Berberidaceae	1	0	0	0	0	
Berberis_vulgaris	Berberidaceae	1	0	0	0	0	
Berkheya_coddii	Asteraceae	1	0	0	0	0	
Beta_vulgaris	Amaranthaceae	1	0	0	0	0	
Betonica_officinalis	Lamiaceae	1	0	0	0	0	
Bidens_asymmetrica	Asteraceae	1	0	0	0	0	
Bidens_bipinnata	Asteraceae	1	0	0	0	0	
Bidens_cosmoides	Asteraceae	1	0	0	0	0	
Bidens_frondosa	Asteraceae	1	0	0	0	0	
Bidens_pilosa	Asteraceae	1	0	0	0	0	
Bidens_sandvicensis	Asteraceae	1	0	0	0	0	
Biebersteinia_multifida	Biebersteiniaceae	1	0	0	0	0	
Bistorta_bistortoides	Polygonaceae	1	0	0	0	0	
Blainvillea_acmella	Asteraceae	1	0	0	0	0	
Blighia_welwitschii	Sapindaceae	1	0	0	0	0	
Blysmopsis_rufa	Cyperaceae	1	0	0	0	0	
Boehmeria_zollingeriana	Urticaceae	1	0	0	0	0	
Bolboschoenus_fluviatilis	Cyperaceae	1	0	0	0	0	
Bolboschoenus_robustus	Cyperaceae	1	0	0	0	0	
Bombax_ceiba	Malvaceae	1	0	0	0	0	
Bonellia_macrocarpa	Primulaceae	1	0	0	0	0	
Boronia_thujona	Rutaceae	1	0	0	0	0	
Bossiaea_obcordata	Fabaceae	1	0	0	0	0	
Bothriochloa_bladhii	Poaceae	1	0	0	0	0	
Bothriochloa_ischaemum	Poaceae	1	0	0	0	0	
Bothriochloa_pertusa	Poaceae	1	0	0	0	0	
Bourreria_sonorae	Boraginaceae	1	0	0	0	0	
Bouteloua_curtipendula	Poaceae	1	0	0	0	0	
Bouteloua_dactyloides	Poaceae	1	0	0	0	0	
Bouteloua_eriopoda	Poaceae	1	0	0	0	0	
Bouteloua_gracilis	Poaceae	1	0	0	0	0	
Bouteloua_repens	Poaceae	1	0	0	0	0	
Brachiaria_eruciformis	Poaceae	1	0	0	0	0	
Brachyloma_daphnoides	Ericaceae	1	0	0	0	0	
Brachypodium_retusum	Poaceae	1	0	0	0	0	
Brachypodium_rupestre	Poaceae	1	0	0	0	0	
Brachypodium_sylvaticum	Poaceae	1	0	0	0	0	
Breynia_fruticosa	Phyllanthaceae	1	0	0	0	0	
Brickellia_eupatorioides	Asteraceae	1	0	0	0	0	
Brighamia_insignis	Campanulaceae	1	0	0	0	0	
Briza_marcowiczii	Poaceae	1	0	0	0	0	
Briza_maxima	Poaceae	1	0	0	0	0	
Briza_minor	Poaceae	1	0	0	0	0	
