steidinger_name	family	has_am	has_ecm	has_nm	has_er	has_orm	has_nfix
Meliosma_glossophylla	Sabiaceae	1	0	0	0	0	0
Meliosma_grandiflora	Sabiaceae	1	0	0	0	0	0
Meliosma_herbertii	Sabiaceae	1	0	0	0	0	0
Meliosma_martana	Sabiaceae	1	0	0	0	0	0
Meliosma_meridensis	Sabiaceae	1	0	0	0	0	0
Meliosma_myriantha	Sabiaceae	1	0	0	0	0	0
Meliosma_occidentalis	Sabiaceae	1	0	0	0	0	0
Meliosma_oldhamii	Sabiaceae	1	0	0	0	0	0
Meliosma_palustris	Sabiaceae	1	0	0	0	0	0
Meliosma_pittieriana	Sabiaceae	1	0	0	0	0	0
Meliosma_polyneura	Sabiaceae	1	0	0	0	0	0
Meliosma_pumila	Sabiaceae	1	0	0	0	0	0
Meliosma_rigida	Sabiaceae	1	0	0	0	0	0
Meliosma_sellowii	Sabiaceae	1	0	0	0	0	0
Meliosma_simiarum	Sabiaceae	1	0	0	0	0	0
Meliosma_solomonii	Sabiaceae	1	0	0	0	0	0
Meliosma_squamulata	Sabiaceae	1	0	0	0	0	0
Meliosma_sumacensis	Sabiaceae	1	0	0	0	0	0
Meliosma_tachirensis	Sabiaceae	1	0	0	0	0	0
Meliosma_tenua	Sabiaceae	1	0	0	0	0	0
Meliosma_thorelii	Sabiaceae	1	0	0	0	0	0
Meliosma_violacea	Sabiaceae	1	0	0	0	0	0
Melloa_quadrivalis	Bignoniaceae	1	0	0	0	0	0
Melloa_quadrivalvis	Bignoniaceae	1	0	0	0	0	0
Melochia_umbellata	Malvaceae	1	0	0	0	0	0
Melodinus_australis	Apocynaceae	1	0	0	0	0	0
Melodinus_odentadenia	Apocynaceae	1	0	0	0	0	0
Melotus_roxhburginus	NA	0	0	0	0	0	0.5
Memecylon_afzelii	Melastomataceae	1	0	0	0	0	0
Memecylon_amplexicaule	Melastomataceae	1	0	0	0	0	0
Memecylon_blackioides	Melastomataceae	1	0	0	0	0	0
Memecylon_cantleyi	Melastomataceae	1	0	0	0	0	0
Memecylon_dichotomum	Melastomataceae	1	0	0	0	0	0
Memecylon_fianarantse	Melastomataceae	1	0	0	0	0	0
Memecylon_fleuryi	Melastomataceae	1	0	0	0	0	0
Memecylon_hainanense	Melastomataceae	1	0	0	0	0	0
Memecylon_harmandii	Melastomataceae	1	0	0	0	0	0
Memecylon_lateriflorum	Melastomataceae	1	0	0	0	0	0
Memecylon_latifolium	Melastomataceae	1	0	0	0	0	0
Memecylon_ligustrifolium	Melastomataceae	1	0	0	0	0	0
Memecylon_lilacinum	Melastomataceae	1	0	0	0	0	0
Memecylon_megacarpum	Melastomataceae	1	0	0	0	0	0
Memecylon_memecyloides	Melastomataceae	1	0	0	0	0	0
Memecylon_minutiflorum	Melastomataceae	1	0	0	0	0	0
Memecylon_mocquerysi	Melastomataceae	1	0	0	0	0	0
Memecylon_myrianthum	Melastomataceae	1	0	0	0	0	0
Memecylon_nigrescens	Melastomataceae	1	0	0	0	0	0
Memecylon_normandii	Melastomataceae	1	0	0	0	0	0
Memecylon_oleifolium	Melastomataceae	1	0	0	0	0	0
Memecylon_oligoneurum	Melastomataceae	1	0	0	0	0	0
Memecylon_ovalifolium	Melastomataceae	1	0	0	0	0	0
Memecylon_ovatum	Melastomataceae	1	0	0	0	0	0
Memecylon_pauciflorum	Melastomataceae	1	0	0	0	0	0
Memecylon_polyanthemos	Melastomataceae	1	0	0	0	0	0
Memecylon_roseum	Melastomataceae	1	0	0	0	0	0
Memecylon_scutellatum	Melastomataceae	1	0	0	0	0	0
Memecylon_trinerve	Melastomataceae	1	0	0	0	0	0
Memecylon_wallichii	Melastomataceae	1	0	0	0	0	0
Memora_adenophora	Bignoniaceae	1	0	0	0	0	0
Memora_aspericarpa	Bignoniaceae	1	0	0	0	0	0
Memora_bracteosa	Bignoniaceae	1	0	0	0	0	0
Memora_cladotricha	Bignoniaceae	1	0	0	0	0	0
Memora_croatii	Bignoniaceae	1	0	0	0	0	0
Memora_flavida	Bignoniaceae	1	0	0	0	0	0
Memora_florida	Bignoniaceae	1	0	0	0	0	0
Memora_magnifica	Bignoniaceae	1	0	0	0	0	0
Memora_moringifolia	Bignoniaceae	1	0	0	0	0	0
Memora_patula	Bignoniaceae	1	0	0	0	0	0
Memora_pseudopatula	Bignoniaceae	1	0	0	0	0	0
Memora_tanaeciicarpa	Bignoniaceae	1	0	0	0	0	0
Memora_valida	Bignoniaceae	1	0	0	0	0	0
Mendoncia_flagellaris	Acanthaceae	1	0	0	0	0	0
Mendoncia_glabra	Acanthaceae	1	0	0	0	0	0
Mendoncia_gracilis	Acanthaceae	1	0	0	0	0	0
Mendoncia_lindaviana	Acanthaceae	1	0	0	0	0	0
Mendoncia_mutisii	Acanthaceae	1	0	0	0	0	0
Mendoncia_pedunculata	Acanthaceae	1	0	0	0	0	0
Mendoncia_pennellii	Acanthaceae	1	0	0	0	0	0
Mendoncia_reticulata	Acanthaceae	1	0	0	0	0	0
Mendoncia_retusa	Acanthaceae	1	0	0	0	0	0
Mendoncia_tonduzii	Acanthaceae	1	0	0	0	0	0
Meriania_acida	Melastomataceae	1	0	0	0	0	0
Meriania_antioquiensis	Melastomataceae	1	0	0	0	0	0
Meriania_hexamera	Melastomataceae	1	0	0	0	0	0
Meriania_longifolia	Melastomataceae	1	0	0	0	0	0
Meriania_maxima	Melastomataceae	1	0	0	0	0	0
Meriania_phlomoides	Melastomataceae	1	0	0	0	0	0
Meriania_quintuplinervis	Melastomataceae	1	0	0	0	0	0
Merremia_peltata	Convolvulaceae	1	0	0	0	0	0
Merrilliopanax_alpinus	Araliaceae	1	0	0	0	0	0
Meryta_balansae	Araliaceae	1	0	0	0	0	0
Meryta_coriacea	Araliaceae	1	0	0	0	0	0
Meryta_macrophylla	Araliaceae	1	0	0	0	0	0
Meryta_oxylaena	Araliaceae	1	0	0	0	0	0
Meryta_pedunculata	Araliaceae	1	0	0	0	0	0
Meryta_senfftiana	Araliaceae	1	0	0	0	0	0
Mesechites_trifida	Apocynaceae	1	0	0	0	0	0
Mespilus_germanica	Rosaceae	1	0	0	0	0	0
Mesua_assamica	Calophyllaceae	1	0	0	0	0	0
Mesua_corneri	Calophyllaceae	1	0	0	0	0	0
Mesua_ferrea	Calophyllaceae	1	0	0	0	0	0
Mesua_grandis	Calophyllaceae	1	0	0	0	0	0
Mesua_kunstleri	Calophyllaceae	1	0	0	0	0	0
Mesua_lepidota	Calophyllaceae	1	0	0	0	0	0
Mesua_racemosa	Calophyllaceae	1	0	0	0	0	0
Mesua_wrayi	Calophyllaceae	1	0	0	0	0	0
Metalepis_cubensis	Apocynaceae	1	0	0	0	0	0
Metasequoia_glyptostroboides	Cupressaceae	1	0	0	0	0	0
Metopium_brownei	Anacardiaceae	1	0	0	0	0	0
Metopium_toxiferum	Anacardiaceae	1	0	0	0	0	0
Metrodorea_flavida	Rutaceae	1	0	0	0	0	0
Metrodorea_nigra	Rutaceae	1	0	0	0	0	0
Metrosideros_albiflora	Myrtaceae	1	0	0	0	0	0
Metrosideros_brevistylis	Myrtaceae	1	0	0	0	0	0
Metrosideros_collina	Myrtaceae	1	0	0	0	0	0
Metrosideros_diffusa	Myrtaceae	1	0	0	0	0	0
Metrosideros_excelsa	Myrtaceae	1	0	0	0	0	0
Metrosideros_fulgens	Myrtaceae	1	0	0	0	0	0
Metrosideros_laurifolia	Myrtaceae	1	0	0	0	0	0
Metrosideros_parkinsonii	Myrtaceae	1	0	0	0	0	0
Metrosideros_perforata	Myrtaceae	1	0	0	0	0	0
Metrosideros_polymorpha	Myrtaceae	1	0	0	0	0	0
Metrosideros_robusta	Myrtaceae	1	0	0	0	0	0
Metrosideros_tardiflora	Myrtaceae	1	0	0	0	0	0
Metrosideros_umbellata	Myrtaceae	1	0	0	0	0	0
Metteniusa_tessmanniana	Metteniusaceae	1	0	0	0	0	0
Meyna_laxiflora	Rubiaceae	1	0	0	0	0	0
Mezilaurus_duckei	Lauraceae	1	0	0	0	0	0
Mezilaurus_itauba	Lauraceae	1	0	0	0	0	0
Mezilaurus_lindaviana	Lauraceae	1	0	0	0	0	0
Mezilaurus_opaca	Lauraceae	1	0	0	0	0	0
Mezilaurus_palcazuensis	Lauraceae	1	0	0	0	0	0
Mezilaurus_sprucei	Lauraceae	1	0	0	0	0	0
Mezilaurus_subcordata	Lauraceae	1	0	0	0	0	0
Mezilaurus_synandra	Lauraceae	1	0	0	0	0	0
Mezilaurus_triunca	Lauraceae	1	0	0	0	0	0
Mezzettia_leptopoda	Annonaceae	1	0	0	0	0	0
Michelia_baillonii	Magnoliaceae	1	0	0	0	0	0
Michelia_balansae	Magnoliaceae	1	0	0	0	0	0
Michelia_champaca	Magnoliaceae	1	0	0	0	0	0
Michelia_chapensis	Magnoliaceae	1	0	0	0	0	0
Michelia_compressa	Magnoliaceae	1	0	0	0	0	0
Michelia_foveolata	Magnoliaceae	1	0	0	0	0	0
Michelia_kisopa	Magnoliaceae	1	0	0	0	0	0
Michelia_maudiae	Magnoliaceae	1	0	0	0	0	0
Michelia_mediocris	Magnoliaceae	1	0	0	0	0	0
Michelia_nilagirica	Magnoliaceae	1	0	0	0	0	0
Michelia_rufibarbata	Magnoliaceae	1	0	0	0	0	0
Michelia_shiluensis	Magnoliaceae	1	0	0	0	0	0
Michelia_skinneriana	Magnoliaceae	1	0	0	0	0	0
Michelia_tonkinensis	Magnoliaceae	1	0	0	0	0	0
Miconia__tetrasperma	Melastomataceae	1	0	0	0	0	0
Miconia_acuminata	Melastomataceae	1	0	0	0	0	0
Miconia_acuminifera	Melastomataceae	1	0	0	0	0	0
Miconia_acutipetala	Melastomataceae	1	0	0	0	0	0
Miconia_affinis	Melastomataceae	1	0	0	0	0	0
Miconia_albicans	Melastomataceae	1	0	0	0	0	0
Miconia_ampla	Melastomataceae	1	0	0	0	0	0
Miconia_appendiculata	Melastomataceae	1	0	0	0	0	0
Miconia_aprica	Melastomataceae	1	0	0	0	0	0
Miconia_arborea	Melastomataceae	1	0	0	0	0	0
Miconia_argentea	Melastomataceae	1	0	0	0	0	0
Miconia_argyrophylla	Melastomataceae	1	0	0	0	0	0
Miconia_aulocalyx	Melastomataceae	1	0	0	0	0	0
Miconia_aurea	Melastomataceae	1	0	0	0	0	0
Miconia_aureoides	Melastomataceae	1	0	0	0	0	0
Miconia_barbeyana	Melastomataceae	1	0	0	0	0	0
Miconia_barbinervis	Melastomataceae	1	0	0	0	0	0
Miconia_biglandulosa	Melastomataceae	1	0	0	0	0	0
Miconia_brachyanthera	Melastomataceae	1	0	0	0	0	0
Miconia_brachybotrya	Melastomataceae	1	0	0	0	0	0
Miconia_bracteolata	Melastomataceae	1	0	0	0	0	0
Miconia_brittonii	Melastomataceae	1	0	0	0	0	0
Miconia_bubalina	Melastomataceae	1	0	0	0	0	0
Miconia_budlejoides	Melastomataceae	1	0	0	0	0	0
Miconia_burchellii	Melastomataceae	1	0	0	0	0	0
Miconia_cabucu	Melastomataceae	1	0	0	0	0	0
Miconia_calophylla	Melastomataceae	1	0	0	0	0	0
Miconia_calvescens	Melastomataceae	1	0	0	0	0	0
Miconia_caudata	Melastomataceae	1	0	0	0	0	0
Miconia_centrodesma	Melastomataceae	1	0	0	0	0	0
Miconia_chartacea	Melastomataceae	1	0	0	0	0	0
Miconia_chrysophylla	Melastomataceae	1	0	0	0	0	0
Miconia_cinerascens	Melastomataceae	1	0	0	0	0	0
Miconia_cinnamomifolia	Melastomataceae	1	0	0	0	0	0
Miconia_coelestis	Melastomataceae	1	0	0	0	0	0
Miconia_collatata	Melastomataceae	1	0	0	0	0	0
Miconia_compressa	Melastomataceae	1	0	0	0	0	0
Miconia_crocea	Melastomataceae	1	0	0	0	0	0
Miconia_cubatanensis	Melastomataceae	1	0	0	0	0	0
Miconia_cuspidata	Melastomataceae	1	0	0	0	0	0
Miconia_cyanocarpa	Melastomataceae	1	0	0	0	0	0
Miconia_decurrens	Melastomataceae	1	0	0	0	0	0
Miconia_dispar	Melastomataceae	1	0	0	0	0	0
Miconia_dodecandra	Melastomataceae	1	0	0	0	0	0
Miconia_dolichorrhyncha	Melastomataceae	1	0	0	0	0	0
Miconia_dorsiloba	Melastomataceae	1	0	0	0	0	0
Miconia_elaeagnoides	Melastomataceae	1	0	0	0	0	0
Miconia_elata	Melastomataceae	1	0	0	0	0	0
Miconia_elongata	Melastomataceae	1	0	0	0	0	0
Miconia_erioclada	Melastomataceae	1	0	0	0	0	0
Miconia_eriodonta	Melastomataceae	1	0	0	0	0	0
Miconia_fasciculata	Melastomataceae	1	0	0	0	0	0
Miconia_floribunda	Melastomataceae	1	0	0	0	0	0
Miconia_glaucescens	Melastomataceae	1	0	0	0	0	0
Miconia_glomerulifera	Melastomataceae	1	0	0	0	0	0
Miconia_griffisii	Melastomataceae	1	0	0	0	0	0
Miconia_guianensis	Melastomataceae	1	0	0	0	0	0
Miconia_holosericea	Melastomataceae	1	0	0	0	0	0
Miconia_hyemalis	Melastomataceae	1	0	0	0	0	0
Miconia_hypoleuca	Melastomataceae	1	0	0	0	0	0
Miconia_impetiolaris	Melastomataceae	1	0	0	0	0	0
Miconia_inconspicua	Melastomataceae	1	0	0	0	0	0
Miconia_jahnii	Melastomataceae	1	0	0	0	0	0
Miconia_juruensis	Melastomataceae	1	0	0	0	0	0
Miconia_klugii	Melastomataceae	1	0	0	0	0	0
Miconia_laevigata	Melastomataceae	1	0	0	0	0	0
Miconia_lamprophylla	Melastomataceae	1	0	0	0	0	0
Miconia_lanata	Melastomataceae	1	0	0	0	0	0
Miconia_lasiocalyx	Melastomataceae	1	0	0	0	0	0
Miconia_lasiostyla	Melastomataceae	1	0	0	0	0	0
Miconia_lehmannii	Melastomataceae	1	0	0	0	0	0
Miconia_lepidota	Melastomataceae	1	0	0	0	0	0
Miconia_ligulata	Melastomataceae	1	0	0	0	0	0
Miconia_ligustrina	Melastomataceae	1	0	0	0	0	0
Miconia_ligustroides	Melastomataceae	1	0	0	0	0	0
Miconia_lonchophylla	Melastomataceae	1	0	0	0	0	0
Miconia_longifolia	Melastomataceae	1	0	0	0	0	0
Miconia_longispicata	Melastomataceae	1	0	0	0	0	0
Miconia_lourteigiana	Melastomataceae	1	0	0	0	0	0
Miconia_lugonis	Melastomataceae	1	0	0	0	0	0
Miconia_lurida	Melastomataceae	1	0	0	0	0	0
Miconia_matthaei	Melastomataceae	1	0	0	0	0	0
Miconia_mazanana	Melastomataceae	1	0	0	0	0	0
Miconia_micropetala	Melastomataceae	1	0	0	0	0	0
Miconia_minutiflora	Melastomataceae	1	0	0	0	0	0
Miconia_mirabilis	Melastomataceae	1	0	0	0	0	0
Miconia_molinopampana	Melastomataceae	1	0	0	0	0	0
Miconia_multiflora	Melastomataceae	1	0	0	0	0	0
Miconia_multispicata	Melastomataceae	1	0	0	0	0	0
Miconia_myriantha	Melastomataceae	1	0	0	0	0	0
Miconia_napoana	Melastomataceae	1	0	0	0	0	0
Miconia_nervosa	Melastomataceae	1	0	0	0	0	0
Miconia_nigricans	Melastomataceae	1	0	0	0	0	0
Miconia_nutans	Melastomataceae	1	0	0	0	0	0
Miconia_octopetala	Melastomataceae	1	0	0	0	0	0
Miconia_pachyphylla	Melastomataceae	1	0	0	0	0	0
Miconia_pergamentacea	Melastomataceae	1	0	0	0	0	0
Miconia_petropolitana	Melastomataceae	1	0	0	0	0	0
Miconia_pilgeriana	Melastomataceae	1	0	0	0	0	0
Miconia_plena	Melastomataceae	1	0	0	0	0	0
Miconia_plukenetii	Melastomataceae	1	0	0	0	0	0
Miconia_plumifera	Melastomataceae	1	0	0	0	0	0
Miconia_poeppigii	Melastomataceae	1	0	0	0	0	0
Miconia_prasina	Melastomataceae	1	0	0	0	0	0
Miconia_pterocaulon	Melastomataceae	1	0	0	0	0	0
Miconia_pubipetala	Melastomataceae	1	0	0	0	0	0
Miconia_punctata	Melastomataceae	1	0	0	0	0	0
Miconia_pusilliflora	Melastomataceae	1	0	0	0	0	0
Miconia_pustulata	Melastomataceae	1	0	0	0	0	0
Miconia_pycnoneura	Melastomataceae	1	0	0	0	0	0
Miconia_pyrifolia	Melastomataceae	1	0	0	0	0	0
Miconia_racemosa	Melastomataceae	1	0	0	0	0	0
Miconia_reducens	Melastomataceae	1	0	0	0	0	0
Miconia_regelii	Melastomataceae	1	0	0	0	0	0
Miconia_resima	Melastomataceae	1	0	0	0	0	0
Miconia_rimalis	Melastomataceae	1	0	0	0	0	0
Miconia_ruficalyx	Melastomataceae	1	0	0	0	0	0
Miconia_rugosa	Melastomataceae	1	0	0	0	0	0
Miconia_rupticalyx	Melastomataceae	1	0	0	0	0	0
Miconia_saltuensis	Melastomataceae	1	0	0	0	0	0
Miconia_schlimii	Melastomataceae	1	0	0	0	0	0
Miconia_sellowiana	Melastomataceae	1	0	0	0	0	0
Miconia_serialis	Melastomataceae	1	0	0	0	0	0
Miconia_serrulata	Melastomataceae	1	0	0	0	0	0
Miconia_setulosa	Melastomataceae	1	0	0	0	0	0
Miconia_simplex	Melastomataceae	1	0	0	0	0	0
Miconia_smaragdina	Melastomataceae	1	0	0	0	0	0
Miconia_smithii	Melastomataceae	1	0	0	0	0	0
Miconia_sparrei	Melastomataceae	1	0	0	0	0	0
Miconia_spennerostachya	Melastomataceae	1	0	0	0	0	0
Miconia_splendens	Melastomataceae	1	0	0	0	0	0
Miconia_stevensiana	Melastomataceae	1	0	0	0	0	0
Miconia_stipitata	Melastomataceae	1	0	0	0	0	0
Miconia_subandicola	Melastomataceae	1	0	0	0	0	0
Miconia_symplectocaulos	Melastomataceae	1	0	0	0	0	0
Miconia_terera	Melastomataceae	1	0	0	0	0	0
Miconia_ternatifolia	Melastomataceae	1	0	0	0	0	0
Miconia_tetrandra	Melastomataceae	1	0	0	0	0	0
Miconia_tetrasperma	Melastomataceae	1	0	0	0	0	0
Miconia_tetraspermoides	Melastomataceae	1	0	0	0	0	0
Miconia_theaezans	Melastomataceae	1	0	0	0	0	0
Miconia_theazans	Melastomataceae	1	0	0	0	0	0
Miconia_theizans	Melastomataceae	1	0	0	0	0	0
Miconia_tinifolia	Melastomataceae	1	0	0	0	0	0
Miconia_tomentosa	Melastomataceae	1	0	0	0	0	0
Miconia_tonduzii	Melastomataceae	1	0	0	0	0	0
Miconia_trinervia	Melastomataceae	1	0	0	0	0	0
Miconia_triplinervis	Melastomataceae	1	0	0	0	0	0
Miconia_tschudyoides	Melastomataceae	1	0	0	0	0	0
Miconia_valtheri	Melastomataceae	1	0	0	0	0	0
Miconia_zubenetana	Melastomataceae	1	0	0	0	0	0
Micrandra_elata	Euphorbiaceae	1	0	0	0	0	0
Micrandra_rossiana	Euphorbiaceae	1	0	0	0	0	0
Micrandra_siphonioides	Euphorbiaceae	1	0	0	0	0	0
Micrandra_siphonoides	Euphorbiaceae	1	0	0	0	0	0
Micrandra_spruceana	Euphorbiaceae	1	0	0	0	0	0
Micrandropsis_scleroxylon	Euphorbiaceae	1	0	0	0	0	0
Microberlinia_brazzavillensis	Leguminosae	0	1	0	0	0	0
Microcos_chungii	Malvaceae	1	0	0	0	0	0
Microcos_coriacea	Malvaceae	1	0	0	0	0	0
Microcos_fibrocarpa	Malvaceae	1	0	0	0	0	0
Microcos_florida	Malvaceae	1	0	0	0	0	0
Microcos_grandiflora	Malvaceae	1	0	0	0	0	0
Microcos_latifolia	Malvaceae	1	0	0	0	0	0
Microcos_laurifolia	Malvaceae	1	0	0	0	0	0
Microcos_paniculata	Malvaceae	1	0	0	0	0	0
Microcos_stylocarpa	Malvaceae	1	0	0	0	0	0
Microdesmis_afrodecandra	Pandaceae	1	0	0	0	0	0
Microdesmis_caseariaefolia	Pandaceae	1	0	0	0	0	0
Microdesmis_caseariifolia	Pandaceae	1	0	0	0	0	0
Microdesmis_haumaniana	Pandaceae	1	0	0	0	0	0
Microdesmis_keayana	Pandaceae	1	0	0	0	0	0
Microdesmis_puberula	Pandaceae	1	0	0	0	0	0
Microdesmis_yafungana	Pandaceae	1	0	0	0	0	0
Microdesmis_zenkeri	Pandaceae	1	0	0	0	0	0
Micromelum_falcatum	Rutaceae	1	0	0	0	0	0
Micromelum_integerrimum	Rutaceae	1	0	0	0	0	0
Micromelum_pubescens	Rutaceae	1	0	0	0	0	0
Micronychia_tsiramiramy	Anacardiaceae	1	0	0	0	0	0
Micropholis_acutangula	Sapotaceae	1	0	0	0	0	0
Micropholis_brochidodroma	Sapotaceae	1	0	0	0	0	0
Micropholis_casiquiarensis	Sapotaceae	1	0	0	0	0	0
Micropholis_crassipedicellata	Sapotaceae	1	0	0	0	0	0
Micropholis_crotonoides	Sapotaceae	1	0	0	0	0	0
Micropholis_cylindrocarpa	Sapotaceae	1	0	0	0	0	0
Micropholis_egensis	Sapotaceae	1	0	0	0	0	0
Micropholis_garciniifolia	Sapotaceae	1	0	0	0	0	0
Micropholis_gardneriana	Sapotaceae	1	0	0	0	0	0
Micropholis_gnaphaloclados	Sapotaceae	1	0	0	0	0	0
Micropholis_guyanensis	Sapotaceae	1	0	0	0	0	0
Micropholis_longipedicellata	Sapotaceae	1	0	0	0	0	0
Micropholis_macrophylla	Sapotaceae	1	0	0	0	0	0
Micropholis_madeirensis	Sapotaceae	1	0	0	0	0	0
Micropholis_melinoniana	Sapotaceae	1	0	0	0	0	0
Micropholis_mensalis	Sapotaceae	1	0	0	0	0	0
Micropholis_obscura	Sapotaceae	1	0	0	0	0	0
Micropholis_porphyrocarpa	Sapotaceae	1	0	0	0	0	0
Micropholis_splendens	Sapotaceae	1	0	0	0	0	0
Micropholis_trunciflora	Sapotaceae	1	0	0	0	0	0
Micropholis_venulosa	Sapotaceae	1	0	0	0	0	0
Micropholis_williami	Sapotaceae	1	0	0	0	0	0
Micropholis_williamii	Sapotaceae	1	0	0	0	0	0
Microtropis_fokiensis	Celastraceae	1	0	0	0	0	0
Microtropis_occidentalis	Celastraceae	1	0	0	0	0	0
Microtropis_submembranacea	Celastraceae	1	0	0	0	0	0
Mida_salicifolia	Santalaceae	0	0	1	0	0	0
Mikania_angularis	Compositae	1	0	0	0	0	0
Mikania_aristei	Compositae	1	0	0	0	0	0
Mikania_banisteriae	Compositae	1	0	0	0	0	0
Mikania_guaco	Compositae	1	0	0	0	0	0
Mikania_haenkeana	Compositae	1	0	0	0	0	0
Mikania_leiostachya	Compositae	1	0	0	0	0	0
Mikania_szyszylowiczii	Compositae	1	0	0	0	0	0
Mikania_tonduzii	Compositae	1	0	0	0	0	0
Mikania_wulfia	Compositae	1	0	0	0	0	0
Milicia_excelsa	Moraceae	1	0	0	0	0	0
Milicia_regia	Moraceae	1	0	0	0	0	0
Militia_manii	NA	0	0	0	0	0	0.5
Miliusa_balansae	Annonaceae	1	0	0	0	0	0
Miliusa_chunii	Annonaceae	1	0	0	0	0	0
Miliusa_sinensis	Annonaceae	1	0	0	0	0	0
Millettia_atropurpurea	Leguminosae	0	0	0	0	0	1
Millettia_barteri	Leguminosae	0	0	0	0	0	1
Millettia_comosa	Leguminosae	0	0	0	0	0	1
Millettia_dielsiana	Leguminosae	0	0	0	0	0	1
Millettia_drastica	Leguminosae	0	0	0	0	0	1
Millettia_dura	Leguminosae	0	0	0	0	0	1
Millettia_echthyochtona	Leguminosae	0	0	0	0	0	1
Millettia_elongistyla	Leguminosae	0	0	0	0	0	1
Millettia_elskensi	Leguminosae	0	0	0	0	0	1
Millettia_ferruginea	Leguminosae	0	0	0	0	0	1
Millettia_impressa	Leguminosae	0	0	0	0	0	1
Millettia_lane_poolei	Leguminosae	0	0	0	0	0	1
Millettia_lasiantha	Leguminosae	0	0	0	0	0	1
Millettia_laurentii	Leguminosae	0	0	0	0	0	1
Millettia_macrophylla	Leguminosae	0	0	0	0	0	1
Millettia_mannii	Leguminosae	0	0	0	0	0	1
Millettia_pinnata	Leguminosae	0	0	0	0	0	1
Millettia_puguensis	Leguminosae	0	0	0	0	0	1
Millettia_reticulata	Leguminosae	0	0	0	0	0	1
Millettia_rhodantha	Leguminosae	0	0	0	0	0	1
Millettia_sanagana	Leguminosae	0	0	0	0	0	1
Millettia_sericea	Leguminosae	0	0	0	0	0	1
Millettia_versicolor	Leguminosae	0	0	0	0	0	1
Mimosa_arenosa	Leguminosae	0	0	0	0	0	1
Mimosa_bimucronata	Leguminosae	0	0	0	0	0	1
Mimosa_caesalpiniifolia	Leguminosae	0	0	0	0	0	1
Mimosa_grandidieri	Leguminosae	0	0	0	0	0	1
Mimosa_guatemalensis	Leguminosae	0	0	0	0	0	1
Mimosa_guilandinae	Leguminosae	0	0	0	0	0	1
Mimosa_scabrella	Leguminosae	0	0	0	0	0	1
Mimulopsis_arborescens	Acanthaceae	1	0	0	0	0	0
Mimusops_elengi	Sapotaceae	1	0	0	0	0	0
Mimusops_kummel	Sapotaceae	1	0	0	0	0	0
Mimusops_petiolaris	Sapotaceae	1	0	0	0	0	0
Minquartia_guianensis	Olacaceae	0	0	1	0	0	0
Mischocarpus_anodontus	Sapindaceae	1	0	0	0	0	0
Mischocarpus_fuscescens	Sapindaceae	1	0	0	0	0	0
Mischocarpus_hainanensis	Sapindaceae	1	0	0	0	0	0
Mischocarpus_pentapetalus	Sapindaceae	1	0	0	0	0	0
Mischocarpus_sundaicus	Sapindaceae	1	0	0	0	0	0
Mitragyna_brunonis	Rubiaceae	1	0	0	0	0	0
Mitragyna_rubrostipulata	Rubiaceae	1	0	0	0	0	0
Mitragyne_hirsuta	Loganiaceae	1	0	0	0	0	0
Mitraria_coccinea	Gesneriaceae	1	0	0	0	0	0
Mitrephora_caroliniana	Annonaceae	1	0	0	0	0	0
Mitrephora_glabra	Annonaceae	1	0	0	0	0	0
Mitrephora_maingayi	Annonaceae	1	0	0	0	0	0
Mitrephora_polypyrena	Annonaceae	1	0	0	0	0	0
Moldenhawera_blanchetiana	Leguminosae	0	0	0	0	0	1
Moldenhawera_papillanthera	Leguminosae	0	0	0	0	0	1
Molinaea_arborea	Sapindaceae	1	0	0	0	0	0
Mollia_gracilis	Malvaceae	1	0	0	0	0	0
Mollia_lepidota	Malvaceae	1	0	0	0	0	0
Mollinedia_argyrogyna	Monimiaceae	1	0	0	0	0	0
Mollinedia_blumenaviana	Monimiaceae	1	0	0	0	0	0
Mollinedia_boliviensis	Monimiaceae	1	0	0	0	0	0
Mollinedia_calodonta	Monimiaceae	1	0	0	0	0	0
Mollinedia_caloneura	Monimiaceae	1	0	0	0	0	0
Mollinedia_campanulacea	Monimiaceae	1	0	0	0	0	0
Mollinedia_caudata	Monimiaceae	1	0	0	0	0	0
Mollinedia_clavigera	Monimiaceae	1	0	0	0	0	0
Mollinedia_costaricensis	Monimiaceae	1	0	0	0	0	0
Mollinedia_darienensis	Monimiaceae	1	0	0	0	0	0
Mollinedia_fruticulosa	Monimiaceae	1	0	0	0	0	0
Mollinedia_hylophila	Monimiaceae	1	0	0	0	0	0
Mollinedia_killipii	Monimiaceae	1	0	0	0	0	0
Mollinedia_lamprophylla	Monimiaceae	1	0	0	0	0	0
Mollinedia_lanceolata	Monimiaceae	1	0	0	0	0	0
Mollinedia_marqueteana	Monimiaceae	1	0	0	0	0	0
Mollinedia_marquetiana	Monimiaceae	1	0	0	0	0	0
Mollinedia_ovata	Monimiaceae	1	0	0	0	0	0
Mollinedia_pinchotiana	Monimiaceae	1	0	0	0	0	0
Mollinedia_racemosa	Monimiaceae	1	0	0	0	0	0
Mollinedia_schottiana	Monimiaceae	1	0	0	0	0	0
Mollinedia_tessmannii	Monimiaceae	1	0	0	0	0	0
Mollinedia_tomentosa	Monimiaceae	1	0	0	0	0	0
Mollinedia_triflora	Monimiaceae	1	0	0	0	0	0
Mollinedia_uleana	Monimiaceae	1	0	0	0	0	0
