allmb_name	gbif_species_key	num_occurrences	myco_state
Noccaea_caerulescens	3045463	30528	arbuscular
Cochlearia_danica	5373254	38064	arbuscular
Cochlearia_groenlandica	5373235	2696	neither
Megacarpaea_megalocarpa	3051440	107	neither
Arabis_hirsuta	9202524	63439	neither
Lunaria_rediviva	5373322	10679	neither
Alyssum_alyssoides	3044855	40836	neither
Matthiola_longipetala	5377395	2408	neither
Erysimum_cheiranthoides	3048266	67021	neither
Arabidopsis_thaliana	3052436	130903	neither
Arabidopsis_arenosa	3052509	29984	arbuscular
Capsella_bursa-pastoris	5375388	310841	neither
Turritis_glabra	5376000	42733	neither
Boechera_lemmonii	3043593	920	neither
Cardamine_pratensis	7972010	364293	neither
Rorippa_islandica	3053144	13887	arbuscular
Rorippa_palustris	3053168	102352	neither
Barbarea_vulgaris	5708780	82647	neither
Lepidium_didymum	5377060	37029	arbuscular
Lepidium_ruderale	5376616	24094	neither
Lepidium_densiflorum	5377064	14723	neither
Lepidium_phlebopetalum	5376550	3483	neither
Lepidium_draba	5376961	34566	neither
Lepidium_bidentatum	5377075	585	arbuscular
Lepidium_coronopifolium	5376838	56	neither
Lepidium_serra	5376451	106	neither
Lepidium_latifolium	5376692	12785	neither
Lepidium_cuneiforme	5376727	131	neither
Descurainia_sophia	3044318	34608	neither
Lobularia_maritima	5373358	24980	neither
Aethionema_rotundifolium	3051073	42	neither
Hemiscola_aculeata	3872412	1404	neither
Cynophalla_flexuosa	3873525	3650	neither
Atamisquea_emarginata	7717320	216	arbuscular
Capparis_indica	6069331	1650	neither
Capparidastrum_frondosum	6069332	1285	neither
Belencita_nemorosa	3873532	83	neither
Maerua_angolensis	7273321	1921	arbuscular
Maerua_filiformis	3871641	211	neither
Ritchiea_albersii	3871297	268	neither
Boscia_angustifolia	5602553	876	arbuscular
Boscia_oleoides	5602447	162	neither
Buchholzia_coriacea	5602317	311	neither
Crateva_tapia	3054262	3655	neither
Reseda_alba	3040254	6651	neither
Sarcotoxicum_salicifolium	3873079	173	neither
Azima_tetracantha	3796625	1062	arbuscular
Batis_maritima	5414196	2208	neither
Carica_papaya	2874484	5960	arbuscular
Tropaeolum_majus	2889934	9098	arbuscular
Gonystylus_bancanus	3568838	185	arbuscular
Pimelea_linifolia_subsp._linifolia	7798727	20917	arbuscular
Wikstroemia_indica	5524676	2936	arbuscular
Daphne_laureola	5420853	40330	arbuscular
Thymelaea_hirsuta	5523602	12737	neither
Aquilaria_agallochum	5524201	15372	arbuscular
Octolepis_casearia	7311402	759	arbuscular
Lethedon_balansae	3569503	138	arbuscular
Ovidia_andina	5523634	266	arbuscular
Schoenobiblus_peruvianus	3570552	259	arbuscular
Muntingia_calabura	3152036	4687	arbuscular
Waltheria_indica	5406665	16589	arbuscular
Brachychiton_populneus	7323035	7920	arbuscular
Mortoniodendron_guatemalense	4259308	268	arbuscular
Dombeya_rotundifolia	5546739	1236	arbuscular
Tilia_americana	3152042	10702	ecto
Christiana_africana	4261757	814	arbuscular
Ceiba_pentandra	5406697	6461	arbuscular
Matisia_ochrocalyx	4073635	1508	arbuscular
Malvaviscus_arboreus	3152775	8803	arbuscular
Gossypium_hirsutum	3152661	23610	arbuscular
Abutilon_theophrasti	3152614	8581	arbuscular
Sida_cordifolia	5406755	8880	arbuscular
Sida_fallax	5406750	1698	arbuscular
Sida_ammophila	5617250	1755	neither
Sida_szechuensis	5617345	236	arbuscular
Malva_sylvestris	3152374	92433	arbuscular
Hoheria_glabrata	3940102	3288	arbuscular
Neesia_synandra	7973965	72	arbuscular
Kydia_calycina	7279431	359	arbuscular
Bastardiopsis_densiflora	7279441	608	arbuscular
Triplochiton_scleroxylon	3671814	2384	arbuscular
Duboscia_macrocarpa	4261717	527	arbuscular
Bixa_orellana	2874863	5810	arbuscular
Cistus_ladanifer_subsp._ladanifer	6437976	557043	ecto
Helianthemum_oelandicum	7331276	19513	both
Tuberaria_guttata	2874024	21868	ecto
Helianthemum_syriacum	3595430	10702	ecto
Fumana_procumbens	7331288	22136	ecto
Leptolaena_multiflora	3783225	348	both
Sarcolaena_oblongifolia	3783148	261	ecto
Anisoptera_thurifera	7299083	705	ecto
Hopea_sangal	5669134	334	ecto
Parashorea_malaanonan	4097272	278	ecto
Shorea_roxburghii	4097162	348	ecto
Shorea_parvifolia	4096343	927	ecto
Shorea_ovata	4096473	183	ecto
Shorea_ochrophloia	4096527	7	ecto
Shorea_robusta	3189684	131	ecto
Shorea_scaberrima	4097075	110	ecto
Shorea_multiflora	4096716	384	ecto
Shorea_maxima	4096901	43	ecto
Shorea_longisperma	4097097	79	ecto
Shorea_crassa	4096935	28	ecto
Shorea_dasyphylla	4096874	78	ecto
Shorea_hopeifolia	4096206	164	ecto
Shorea_maxwelliana	4096877	176	ecto
Shorea_balangeran	7299045	226	arbuscular
Shorea_elliptica	4096747	50	ecto
Shorea_lepidota	4097207	83	ecto
Shorea_falcifera	4096673	89	ecto
Shorea_superba	4096693	52	ecto
Shorea_teysmanniana	4096980	18	arbuscular
Shorea_pinanga	4096198	288	ecto
Shorea_beccariana	4097400	177	ecto
Shorea_faguetiana	4096712	172	ecto
Shorea_guiso	4096300	319	ecto
Shorea_atrinervosa	4096243	159	ecto
Shorea_almon	4096427	100	ecto
Shorea_brunnescens	4097289	76	ecto
Shorea_ciliata	4097118	13	ecto
Shorea_contorta	4097008	145	ecto
Shorea_cuspidata	4096887	31	ecto
Shorea_laxa	4097219	33	ecto
Shorea_polysperma	4097396	156	ecto
Shorea_subcylindrica	4096755	21	ecto
Shorea_uliginosa	4096571	66	arbuscular
Monotes_kerstingii	4096866	2222	ecto
Cotylelobium_melanoxylon	4096722	192	ecto
Vateriopsis_seychellarum	4097316	22	ecto
Dryobalanops_lanceolata	4096679	220	ecto
Perrottetia_longistylis	7688073	521	arbuscular
Pistacia_lentiscus	3190583	172416	arbuscular
Picramnia_antidesma	7329570	1562	arbuscular
Euscaphis_japonica	9464189	4027	arbuscular
Turpinia_paniculata	3686247	3688	arbuscular
Staphylea_trifolia	3190467	3718	arbuscular
Staphylea_pinnata	3686235	2361	neither
Staphylea_bumalda	7326549	5759	arbuscular
Ixerba_brexioides	3932625	3064	arbuscular
Anogeissus_leiocarpa	3698332	8848	arbuscular
Clidemia_hirta	3188642	8295	arbuscular
Vochysia_tucanorum	7288316	3190	arbuscular
Psiloxylon_mauritianum	3180876	106	arbuscular
Lophostemon_confertus	3188429	7754	ecto
Melaleuca_viridiflora	5416109	6856	ecto
Myrcia_rostrata	3174691	23755	arbuscular
Backhousia_myrtifolia	3185104	4435	ecto
Metrosideros_umbellata	3185286	13980	arbuscular
Lysicarpus_angustifolius	3185889	561	ecto
Tristaniopsis_burmanica	3188036	166	ecto
Tristaniopsis_whiteana	3188087	238	neither
Kania_eugenioides	3181227	176	arbuscular
Syzygium_smithii	3184410	10294	arbuscular
Syncarpia_glomulifera	3185932	11354	arbuscular
Eucalyptus_rubiginosa	3177127	191	ecto
Eucalyptus_acmenoides	3176907	5437	ecto
Eucalyptus_pilularis	3177246	9257	ecto
Eucalyptus_rossii	3177321	9601	ecto
Eucalyptus_dives	3176819	9711	arbuscular
Eucalyptus_obliqua	3176354	35280	ecto
Eucalyptus_sieberi	3177330	14250	ecto
Eucalyptus_regnans	3176566	5505	ecto
Eucalyptus_amygdalina	3176185	10965	ecto
Eucalyptus_carnea	3176782	2711	ecto
Eucalyptus_planchoniana	3176639	1083	ecto
Eucalyptus_tenuipes	3176950	448	ecto
Eucalyptus_pyriformis	3177124	322	ecto
Eucalyptus_cypellocarpa	3176481	11240	ecto
Eucalyptus_incrassata	3177161	9722	arbuscular
Eucalyptus_xerothermica	3176551	272	ecto
Eucalyptus_crebra	3176920	15893	ecto
Eucalyptus_decorticans	3176776	428	ecto
Eucalyptus_coolabah	3177229	5144	ecto
Eucalyptus_melliodora	3176794	17254	ecto
Eucalyptus_viridis	3177083	2480	arbuscular
Eucalyptus_populnea	3176641	6245	ecto
Eucalyptus_dawsonii	3176694	827	ecto
Eucalyptus_granitica	3176952	484	ecto
Eucalyptus_microcarpa	3176404	11679	ecto
Eucalyptus_diversicolor	3176934	423	ecto
Eucalyptus_microcorys	3176755	7749	ecto
Eucalyptus_tetrodonta	3176575	8670	ecto
Eucalyptus_racemosa_subsp._racemosa	3177321	9601	ecto
Eucalyptus_chloroclada	3176321	2045	ecto
Eucalyptus_robusta	3176743	5034	ecto
Eucalyptus_urnigera	3176234	1236	ecto
Eucalyptus_radiata_subsp._radiata	3176655	14204	ecto
Eucalyptus_cinerea_subsp._triplex	3176723	1846	ecto
Eucalyptus_xanthoclada	3177163	2	ecto
Eucalyptus_drepanophylla	3176700	59	ecto
Eucalyptus_reducta	3176395	4	ecto
Eucalyptus_exserta	3176897	2058	ecto
Eucalyptus_bancroftii	3176954	738	ecto
Eucalyptus_biturbinata	3176377	1	ecto
Eucalyptus_cameronii	3177250	1872	ecto
Eucalyptus_helidonica	3176774	135	ecto
Eucalyptus_acmenioides	3717598	32	ecto
Eucalyptus_andrewsii_subsp._andrewsii	3176939	5180	ecto
Eucalyptus_dalrympleana_subsp._dalrympleana	3177157	8954	ecto
Eucalyptus_fibrosa_subsp._fibrosa	3176876	7567	ecto
Eucalyptus_leucophloia_subsp._euroa	3176991	1525	ecto
Eucalyptus_macrorhyncha_subsp._macrorhyncha	3176502	18172	ecto
Eucalyptus_marginata_subsp._marginata	3177295	1303	ecto
Eucalyptus_melanophloia_subsp._melanophloia	3176829	3665	ecto
Eucalyptus_pauciflora_subsp._pauciflora	3176368	13071	ecto
Eucalyptus_piperita_subsp._piperita	3176629	8033	ecto
Eucalyptus_pruinosa_subsp._pruinosa	3176679	2036	ecto
Eucalyptus_resinifera_subsp._resinifera	3176649	4773	ecto
Eucalyptus_rubida_subsp._rubida	3177306	6463	ecto
Eucalyptus_tereticornis_subsp._tereticornis	3176719	14651	ecto
Eucalyptus_xanthonema_subsp._xanthonema	3176425	277	ecto
Angophora_floribunda	3177412	13326	ecto
Leptospermum_trinervium	3181822	11878	ecto
Calycorectes_bergii	3173668	147	arbuscular
Pleurocalyptus_pancheri	3180723	156	arbuscular
Curitiba_prismatica	5420750	203	arbuscular
Myrrhinium_atropurpureum	3175434	1284	arbuscular
Heimia_salicifolia	5420914	2328	arbuscular
Lagerstroemia_indica	3188725	2914	arbuscular
Lythrum_virgatum	3188735	911	arbuscular
Lythrum_hyssopifolia	3188747	23775	neither
Lythrum_maritimum	3188746	584	arbuscular
Lythrum_alatum	3188732	4077	arbuscular
Cuphea_carthagenensis	3188685	6416	arbuscular
Ludwigia_palustris	5421025	13122	arbuscular
Circaea_lutetiana	3188794	127720	arbuscular
Epilobium_montanum	3664083	166433	arbuscular
Epilobium_pedunculare	3667399	936	arbuscular
Epilobium_nummulariifolium	3663811	249	arbuscular
Epilobium_brunnescens	7322764	11221	neither
Epilobium_coloratum	8048809	534	arbuscular
Epilobium_ponticum	3667224	36	arbuscular
Chamerion_angustifolium	8053718	320944	neither
Clarkia_unguiculata	5420957	2076	neither
Clarkia_amoena_subsp._huntiana	5420978	1626	arbuscular
Clarkia_elegansx	5420982	992	neither
Oenothera_biennis	3188924	49905	arbuscular
Eulobus_californicus	8109957	1428	arbuscular
Bersama_abyssinica	3845259	1647	arbuscular
Geranium_dissectum	2890040	154801	arbuscular
Geranium_lucidum	2890560	28970	neither
Geranium_purpureum	2890541	22897	arbuscular
Geranium_saxatile	2890565	181	arbuscular
Erodium_crinitum	3827980	7046	arbuscular
Pelargonium_alchemilloides	8588196	986	arbuscular
Parthenocissus_inserta	3039193	19625	arbuscular
Sedum_adolphii	5690070	54	arbuscular
Echeveria_elegans	8315197	63	neither
Sedum_alpestre	7334006	5966	neither
Sedum_sarmentosum	5362004	2484	arbuscular
Sedum_album	5362008	103540	neither
Sempervivum_arachnoideum	4201709	15262	neither
Aeonium_decorum	7334101	167	arbuscular
Sedum_rupestre			neither
Rhodiola_rosea	2985688	23503	neither
Phedimus_spurius	4201607	21570	neither
Phedimus_hybridus	4201668	2511	arbuscular
Hylotelephium_telephium	2985865	70071	neither
Sedum_involucratum	4201607	21570	neither
Sedum_caespitosum	5690491	3419	neither
Sedum_rubens	7963827	9326	neither
Sedum_stahlii	5688092	67	neither
Kalanchoe_delagoensis	2985940	2848	arbuscular
Kalanchoe_beharensis	4200862	223	neither
Crassula_rupestris	7557934	445	arbuscular
Crassula_perfoliata_var._minor	7172987	474	neither
Crassula_moschata	5687990	549	neither
Crassula_aquatica	7565449	4936	neither
Crassula_schimperi_subsp._schimperi	7334642	286	arbuscular
Myriophyllum_spicatum	5361760	66528	neither
Orfilea_neraudiana	3054797	11	arbuscular
Proserpinaca_palustris	2984291	2379	arbuscular
Saxifraga_bryoides	3755523	6684	neither
Saxifraga_moschata	7434707	10036	neither
Saxifraga_granulata	7887000	85931	arbuscular
Saxifraga_cespitosa	3032796	13723	neither
Saxifraga_cernua	3032869	9676	neither
Saxifraga_hirculus	3032811	9949	neither
Saxifraga_bronchialis	3032717	3972	arbuscular
Micranthes_nivalis	5939583	10518	neither
Micranthes_foliolosa	5567695	3517	arbuscular
Micranthes_stellaris	5567578	31722	neither
Chrysosplenium_oppositifolium	7526486	60507	neither
Saxifraga_carpathica	7339269	217	neither
Saxifraga_serotina	3753338	5	neither
Ribes_rubrum	2986097	99980	arbuscular
Itea_parviflora	5617117	937	arbuscular
Liquidambar_styraciflua	3152824	10513	arbuscular
Soyauxia_gabonensis	3874443	329	arbuscular
Aucuba_japonica	3033077	5894	arbuscular
Cynoglossum_officinale	2925815	41462	arbuscular
Myosotis_discolor	5341177	47389	arbuscular
Myosotis_laxa	5341182	103605	arbuscular
Myosotis_asiatica	5341186	705	neither
Myosotis_decumbens_subsp._decumbens	7295092	11590	arbuscular
Eritrichium_nanum	2926332	4505	neither
Rochelia_disperma	7621706	901	arbuscular
Lappula_semiglabra	7295497	108	arbuscular
Lappula_myosotis	7914607	232	neither
Lappula_squarrosa	2925756	12068	arbuscular
Lappula_spinocarpos	7295483	648	neither
Lepechiniella_sarawschanica	7685826	8	neither
Asperugo_procumbens	2926055	12005	neither
Trichodesma_zeylanicum	7294697	5029	arbuscular
Onosma_barsczewskii	4059136	2	arbuscular
Echium_vulgare	2925892	131458	arbuscular
Pontechium_maculatum	7294763	1220	neither
Arnebia_decumbens	7806790	799	arbuscular
Aegonychon_purpurocaeruleum	4063960	12987	arbuscular
Anchusa_officinalis	5341201	27885	arbuscular
Symphytum_tuberosum	2926065	17436	neither
Symphytum_officinale	7558421	195605	arbuscular
Pulmonaria_obscura	5439925	27874	arbuscular
Phacelia_tanacetifolia	2928226	12186	arbuscular
Heliotropium_curassavicum	2925786	11142	arbuscular
Tournefortia_bicolor	2925846	3085	arbuscular
Heliotropium_amplexicaule	2925790	2473	neither
Heliotropium_sogdianum	4064065	42	neither
Heliotropium_mendocinum	4062381	367	arbuscular
Heliotropium_anomalum	2925797	532	arbuscular
Heliotropium_dasycarpum	8406127	334	neither
Ehretia_acuminata	7132425	3325	arbuscular
Cordia_alliodora	7649215	4821	arbuscular
Clinopodium_nepeta	8916040	21009	arbuscular
Ziziphora_clinopodioides	7308799	899	arbuscular
Ziziphora_puschkinii	7973588	57	neither
Ziziphora_pedicellata	3899083	3	arbuscular
Mentha_longifolia	2927177	71350	arbuscular
Satureja_montana	2926884	14426	arbuscular
Thymus_pulegioides	5341443	135297	arbuscular
Thymus_vulgaris	5341442	63811	arbuscular
Thymus_mastichina	7307002	151100	arbuscular
Thymus_praecox_subsp._polytrichus	5341449	80316	arbuscular
Thymus_desjatovae	5607254	4	arbuscular
Thymus_transcaucasicus	5605119	69	neither
Origanum_vulgare	2926612	156890	arbuscular
Thymbra_capitata	5607804	48561	ecto
Prunella_grandiflora	7666664	12170	arbuscular
Nepeta_cataria	5341499	13497	arbuscular
Melissa_officinalis	5341501	16754	arbuscular
Rosmarinus_officinalis	9033789	336950	arbuscular
Lavandula_pedunculata_subsp._lusitanica	7307760	128979	arbuscular
Elsholtzia_ciliata	2927075	3629	arbuscular
Perilla_frutescens	5341394	4973	neither
Collinsonia_canadensis	2926628	2113	arbuscular
Ajuga_reptans	2927078	226232	arbuscular
Lamium_amplexicaule	2926679	80944	arbuscular
Lamium_tomentosum	7307933	162	neither
Marrubium_vulgare	2927069	41735	arbuscular
Phlomoides_tuberosa	3884879	1335	arbuscular
Paraphlomis_javanica	7307593	448	arbuscular
Stachys_alpina	7306931	13758	arbuscular
Stachys_recta	2927298	66099	neither
Sideritis_montana	2926688	2586	arbuscular
Stachys_palustris	2927245	138895	arbuscular
Stachys_germanica_subsp._heldreichii	2927297	9938	arbuscular
Stachys_maritima	7649809	851	arbuscular
Stachys_balansae_subsp._balansae	7306824	109	arbuscular
Stachys_nivea	7821043	41	arbuscular
Stachys_orientalis			arbuscular
Stachys_ossetica	7309576	86	arbuscular
Stenogyne_purpurea	2927437	184	arbuscular
Hypogomphia_turkestana	3883728	40	arbuscular
Chamaesphacos_ilicifolius	3896325	43	neither
Prasium_majus	3898574	3605	arbuscular
Betonica_officinalis	2927280	128889	arbuscular
Galeopsis_bifida	5341303	69173	arbuscular
Galeopsis_tetrahit	5341300	246194	neither
Galeopsis_speciosa	5341305	46463	arbuscular
Gomphostemma_microdon	3890441	29	arbuscular
Colebrookea_oppositifolia	3884974	297	arbuscular
Scutellaria_orientalis	7308451	931	arbuscular
Premna_serratifolia	6411486	5221	arbuscular
Tectona_grandis	2925649	2801	arbuscular
Callicarpa_acuminata	8121164	1817	arbuscular
Vitex_trifolia	2925561	6020	arbuscular
Pedicularis_verticillata	3171697	7875	neither
Pedicularis_palustris_subsp._opsiantha	3171734	64332	neither
Pedicularis_dolichorrhiza	8258253	4	arbuscular
Pedicularis_rhinanthoides	7768040	488	arbuscular
Pedicularis_oederi	7958539	5769	neither
Pedicularis_sceptrum-carolinum	7333052	10939	neither
Pedicularis_sylvatica	3171712	63694	neither
Pedicularis_labradorica	3171689	1499	neither
Pedicularis_sudetica_subsp._pacifica	3171733	2452	neither
Pedicularis_lanata	3171725	1241	neither
Pedicularis_comosa	8180842	4136	neither
Pedicularis_sibirica	7333035	61	neither
Pedicularis_uralensis	3738154	24	neither
Pedicularis_crassirostris	3725091	70	neither
Pedicularis_langsdorffii_subsp._arctica	6440507	1227	neither
Pedicularis_nordmanniana	3740715	101	neither
Castilleja_arvensis	3170604	2756	neither
Euphrasia_officinalis	8106874	71992	neither
Euphrasia_frigida	3171958	8764	arbuscular
Euphrasia_brevipila	3171981	18356	neither
Euphrasia_caucasica	3739794	16	neither
Odontites_vernus	8971475	57876	neither
Odontites_luteus	7855120	16283	arbuscular
Lathraea_squamaria	3738478	22085	neither
Melampyrum_nemorosum	7331666	22989	ecto
Melampyrum_cristatum	3725765	15572	neither
Melampyrum_arvense	7331741	20667	neither
Phelipanche_ramosa	3728894	3583	neither
Paulownia_tomentosa	3170823	4303	arbuscular
Mimulus_ringens	6070732	4450	arbuscular
Barleria_cristata	3173128	1490	arbuscular
Justicia_procumbens	7263401	5418	arbuscular
Justicia_adhatoda	3173105	642	neither
Justicia_aurea	8410331	1092	arbuscular
Justicia_pohliana	7394222	57	neither
Thunbergia_grandiflora	5415456	1527	arbuscular
Avicennia_germinans	2925400	7202	neither
Thomandersia_hensii	3775115	905	arbuscular
Utricularia_minor	3172414	28316	neither
Schlegelia_parviflora	7885367	1008	arbuscular
Tabebuia_chrysantha	6401337	3551	arbuscular
Tabebuia_rosea	3172537	2729	arbuscular
Zeyheria_tuberculosa	5668489	690	neither
Cybistax_antisyphilitica	7298689	1235	arbuscular
Handroanthus_obscurus	4092165	225	arbuscular
Handroanthus_albus	4092630	603	arbuscular
Handroanthus_umbellatus	7298425	463	arbuscular
Handroanthus_chrysanthus	6401337	3551	arbuscular
Handroanthus_heptaphyllus	4092253	1225	arbuscular
Handroanthus_incanus	4092212	106	arbuscular
Handroanthus_riodocensis	4092059	67	arbuscular
Tabebuia_cassinoides	4094621	576	arbuscular
Tabebuia_insignis_var._insignis	7298607	922	arbuscular
Tabebuia_rigida	3172525	63	arbuscular
Tabebuia_roseoalba	4091431	1099	arbuscular
Tabebuia_elliptica	4093994	403	arbuscular
Tabebuia_obtusifolia	4092431	149	arbuscular
Tabebuia_pallida	3172527	281	arbuscular
Tabebuia_stenocalyx	4091041	276	arbuscular
Stereospermum_kunthianum	4092124	3474	arbuscular
Oroxylum_indicum	7414934	564	arbuscular
Dolichandra_unguis-cati	5830619	6200	arbuscular
Tecoma_stans	3172492	10105	arbuscular
Jacaranda_mimosifolia	3172499	11112	arbuscular
Sesamum_indicum	3172622	9623	arbuscular
Verbena_officinalis	2925529	100207	arbuscular
Nuxia_congesta	4055888	1933	arbuscular
Scrophularia_auriculata	3170875	82847	arbuscular
Scrophularia_umbrosa_subsp._umbrosa	7949114	6703	neither
Scrophularia_lateriflora	3737275	29	arbuscular
Scrophularia_pamirica	3736509	1	neither
Scrophularia_ruprechtii	3736090	32	neither
Verbascum_phlomoides	3171948	7846	arbuscular
Verbascum_thapsus	3171949	107599	arbuscular
Verbascum_phoeniceum	3171951	1624	arbuscular
Verbascum_sinuatum_var._adenosepalum	3171946	14019	arbuscular
Verbascum_nigrum	3171945	64755	arbuscular
Verbascum_lychnitis	3171947	29951	neither
Verbascum_pyramidatum	3736698	155	arbuscular
Buddleja_asiatica	3173333	2427	arbuscular
Nemesia_strumosa	5414643	241	arbuscular
Eremophila_longifolia	5565892	7312	arbuscular
Veronica_austriaca_subsp._teucrium	3725062	24640	arbuscular
Veronica_peduncularis	7929556	248	neither
Veronica_persica	3172077	181985	arbuscular
Veronica_salicifolia	7331824	3654	arbuscular
Veronica_arvensis	3172048	201404	arbuscular
Veronica_fruticans	3172054	15242	arbuscular
Veronica_hederifolia	3172070	103382	arbuscular
Veronica_anagallis-aquatica	3172086	61918	neither
Veronica_serpyllifolia	3172057	159424	arbuscular
Veronica_telephiifolia	7331671	79	neither
Veronica_longifolia	3172118	24623	arbuscular
Veronica_parviflora	7331981	466	arbuscular
Veronica_stricta	7861306	2051	arbuscular
Veronica_urticifolia	8242995	18357	arbuscular
Veronica_denudata	3732065	26	arbuscular
Veronica_gorbunovii	3731118	7	arbuscular
Veronica_truncatula	3724723	44	arbuscular
Lagotis_korolkowii	8258501	34	arbuscular
Plantago_lanceolata	8208358	717148	arbuscular
Digitalis_lutea_subsp._australis	5414990	18124	arbuscular
Linaria_genistifolia_subsp._dalmatica	5415011	1619	arbuscular
Linaria_supina_subsp._supina	8233535	11487	neither
Linaria_alpina	5560037	12961	arbuscular
Antirrhinum_majus	3172001	12585	arbuscular
Chaenorhinum_minus_subsp._minus	3171669	74900	neither
Cymbalaria_muralis	7331860	70283	arbuscular
Kickxia_spuria	3170817	22781	arbuscular
Pennellianthus_frutescens	3737740	177	arbuscular
Gratiola_officinalis	3171915	8926	arbuscular
Callitriche_stagnalis	5372487	51469	neither
Lindernia_dubia	3171888	10380	arbuscular
Drymonia_serrulata	5590493	2383	arbuscular
Olea_europaea	5415040	180012	arbuscular
Jasminum_fluminense	3172270	1390	arbuscular
Jasminum_fruticans	9556104	12015	neither
Jasminum_sambac	7587215	783	arbuscular
Jasminum_laurifolium_f._nitidum	8392779	167	arbuscular
Jasminum_anodontum	3682814	19	arbuscular
Forsythia_suspensa	5415056	1415	arbuscular
Myxopyrum_smilacifolium_var._confertum	7326127	80	arbuscular
Carlemannia_tetragona	3838282	107	arbuscular
Galium_boreale	2914338	94157	arbuscular
Galium_album	2913931	99075	arbuscular
Galium_uliginosum	2913556	124648	neither
Galium_ruthenicum	9063248	314536	arbuscular
Galium_sterneri	2914396	2964	neither
Galium_tenuissimum	2914501	304	neither
Galium_saurense	2914418	10	arbuscular
Galium_spurium_var._echinospermum	2913214	20352	arbuscular
Cruciata_taurica	5338952	696	arbuscular
Cruciata_glabra	5338929	16956	neither
Sherardia_arvensis	5339050	62020	arbuscular
Rubia_peregrina_subsp._longifolia	2892347	73159	arbuscular
Rubia_tibetica	2892370	128	neither
Saprosma_ternatum	7670534	172	arbuscular
Paederia_foetida	2909527	7943	arbuscular
Mycetia_hirta	5337709	47	arbuscular
Coprosma_parviflora	2911542	10574	arbuscular
Coprosma_perpusilla	2911618	493	neither
Coprosma_foetidissima	2911506	25502	arbuscular
Coprosma_arborea	2911483	567	arbuscular
Coprosma_montana	2911531	242	arbuscular
Coprosma_propinqua_cf._var._martinii_CHR_595238	2911549	5065	arbuscular
Coprosma_colensoi	2911583	9831	arbuscular
Coprosma_kauensis	2911539	126	arbuscular
Coprosma_depressa	2911515	1812	arbuscular
Nertera_granadensis	2911624	10792	arbuscular
Hedyotis_terminalis	2906544	2688	arbuscular
Palicourea_gibbosa	2899293	28770	arbuscular
Lasianthus_japonicus	5337060	886	arbuscular
Pauridiantha_paucinervis	2915364	1615	arbuscular
Coptosapelta_diffusa	2911898	733	arbuscular
Elaeagia_utilis	2918907	13124	arbuscular
Stachyococcus_adinanthus	9632532	134	arbuscular
Khasiaclunea_oligocephala	2909128	14	arbuscular
Gardeniopsis_longifolia	2894086	59	arbuscular
Zuccarinia_macrophylla	5339149	77	arbuscular
Vincetoxicum_hirundinaria	5414548	68824	arbuscular
Stapelia_glabricaulis	9462513	452	arbuscular
Hoya_carnosa	8658195	529	arbuscular
Cionura_erecta	3572423	410	neither
Dregea_volubilis	3574577	477	arbuscular
Marsdenia_macrophylla	3170191	585	arbuscular
Marsdenia_verrucosa	8377394	118	arbuscular
Marsdenia_hainanensis	7312245	30	arbuscular
Marsdenia_tinctoria	7653972	574	arbuscular
Marsdenia_altissima	7312387	503	arbuscular
Marsdenia_undulata	3574773	64	arbuscular
Toxocarpus_villosus	3581800	143	arbuscular
Apocynum_cannabinum	3169790	9490	arbuscular
Tabernaemontana_pandacaqui	7792065	3852	arbuscular
Hancornia_speciosa	3169679	2295	arbuscular
Ancylobothrys_scandens	3617973	565	arbuscular
Landolphia_incerta	3616809	759	arbuscular
Landolphia_heudelotii	3169743	671	neither
Landolphia_owariensis	3169740	2578	arbuscular
Landolphia_buchananii	3617345	372	arbuscular
Landolphia_dulcis	3617091	922	arbuscular
Landolphia_foretiana	3616989	421	arbuscular
Landolphia_membranacea	3616525	112	arbuscular
Landolphia_micrantha	3616504	246	arbuscular
Landolphia_robustior	3616198	529	arbuscular
Landolphia_togolana	3615931	245	arbuscular
Dictyophleba_ochracea	3621653	301	arbuscular
Bousigonia_angustifolia	3621615	38	arbuscular
Vinca_minor	3169707	69323	arbuscular
Carissa_spinarum	5536282	8564	arbuscular
Aspidosperma_pyrifolium	7316881	2120	arbuscular
Clitandra_cymulosa	3616445	591	arbuscular
Cyclocotyla_congolensis	5535391	244	arbuscular
Pycnobotrya_nitida	3618718	557	arbuscular
Gentianella_campestris	7270427	51201	arbuscular
Gentiana_acaulis	6366597	13815	arbuscular
Gentiana_asclepiadea	7270381	16878	arbuscular
Gentiana_cruciata_subsp._cruciata	3170115	16354	arbuscular
Gentiana_punctata	8008282	5982	arbuscular
Gentiana_pseudoaquatica	7738615	208	arbuscular
Gentiana_clusii	7270031	9204	arbuscular
Gentiana_septemfida	3170066	532	arbuscular
Gentiana_lutea_subsp._lutea	3170040	39282	arbuscular
Gentiana_angulosa	8232412	30863	neither
Gentiana_olivieri	3839597	325	arbuscular
Gentiana_prostrata_var._ludlowii	3170069	2400	arbuscular
Gentiana_aquatica	9166108	357	neither
Comastoma_tenellum	3840575	5846	arbuscular
Centaurium_erythraea	5414457	105200	arbuscular
Fagraea_berteroana	6388630	1311	arbuscular
Voyriella_parviflora	3843302	158	neither
Voyria_caerulea	3843882	206	neither
Geniostoma_rupestre	7289308	10157	arbuscular
