try_acc_species_id	try_acc_species_name	plant_growth_form	succulent	climber	parasitic	aquatic	epiphyte	crop	palmoid	woodiness
53583	Telephium imperati	herb								non-woody
53584	Telfairia occidentalis	herb		climber						non-woody
53585	Telfairia pedata	herb		climber						non-woody
53587	Teline linifolia	shrub								woody
53588	Teline monspessulana	shrub								woody
53590	Tellima grandiflora	herb								non-woody
71880	Telopea aspera	shrub								woody
71881	Telopea mongaensis	shrub/tree								woody
53591	Telopea oreades	shrub/tree								woody
53592	Telopea speciosissima	shrub								woody
53593	Telopea truncata	shrub								woody
53595	Templetonia aculeata	shrub								woody
53599	Tephrocactus articulatus	herb	stem-succulent							non-woody
71882	Tephrocactus glomeratus		succulent							
53600	Tephroseris crispa	herb								non-woody
53601	Tephroseris helenitis	herb								non-woody
53602	Tephroseris integrifolia	herb								non-woody
53605	Tephroseris palustris	herb								non-woody
53607	Tephroseris tenuifolia	herb								non-woody
53612	Tephrosia candida	shrub								woody
53623	Tephrosia longipes	herb								non-woody
60943	Tephrosia polystachia	herb/shrub								non-woody/woody
53629	Tephrosia polystachya	herb/shrub								non-woody/woody
53632	Tephrosia purpurea	shrub								woody
53642	Tephrosia virginiana	herb/shrub								non-woody/woody
71901	Tepualia stipularis									woody
53645	Tepuia venusta									woody
53646	Teramnus labialis	herb		climber						non-woody
53647	Teramnus micans			climber						
53648	Teramnus repens	herb								non-woody
53650	Teramnus uncinatus	herb		climber						non-woody
53651	Terminalia acuminata	tree								woody
53652	Terminalia aemula	tree								woody
53653	Terminalia alata	tree								woody
53654	Terminalia amazonia	tree								woody
53655	Terminalia ankaranensis	tree								woody
53656	Terminalia archboldiana	tree								woody
53657	Terminalia archipelagi	tree								woody
53658	Terminalia arenicola	tree								woody
53659	Terminalia argentea	tree								woody
53660	Terminalia arjuna	tree								woody
53661	Terminalia arostrata	tree								woody
53662	Terminalia aruta	tree								woody
53663	Terminalia australis	tree								woody
53664	Terminalia avicennioides	tree								woody
73089	Terminalia axilpub									woody
53665	Terminalia belini	tree								woody
53666	Terminalia belirica	tree								woody
53667	Terminalia bellerica	tree								woody
53668	Terminalia bellirica	tree								woody
53669	Terminalia bentzoe	tree								woody
53670	Terminalia bialata	tree								woody
53671	Terminalia boivinii	shrub/tree								woody
53672	Terminalia brachystemma	shrub/tree								woody
53673	Terminalia brasiliensis	tree								woody
53674	Terminalia brassii	tree								woody
53675	Terminalia brownii	tree								woody
53676	Terminalia buceras	tree								woody
71902	Terminalia bursarina									woody
53677	Terminalia calamansanay	tree								woody
53678	Terminalia calcicola	tree								woody
53679	Terminalia canaliculata	tree								woody
53680	Terminalia canescens	tree								woody
53681	Terminalia carpentariae	tree								woody
53682	Terminalia catappa	shrub/tree								woody
53683	Terminalia celebica	tree								woody
53684	Terminalia chebula	tree								woody
53685	Terminalia chiriquensis	shrub/tree								woody
53686	Terminalia citrina	tree								woody
53687	Terminalia complanata	tree								woody
53688	Terminalia copelandi	tree								woody
53689	Terminalia corticosa	tree								woody
53690	Terminalia crenulata	tree								woody
53691	Terminalia curtisii	tree								woody
53692	Terminalia cyanocarpa	tree								woody
53693	Terminalia darlingii	tree								woody
53694	Terminalia dichotoma	tree								woody
71903	Terminalia divaricata									woody
53695	Terminalia erici-rosenii	tree								woody
53696	Terminalia fagifolia	tree								woody
53697	Terminalia fatraea	tree								woody
53698	Terminalia faveolata	tree								woody
53699	Terminalia ferdinandiana	tree								woody
53700	Terminalia foetidissima	tree								woody
53701	Terminalia gazensis	tree								woody
53702	Terminalia glaucescens	tree								woody
71904	Terminalia gracilipes									woody
53703	Terminalia grandiflora	tree								woody
53704	Terminalia griffithsiana	shrub								woody
53705	Terminalia guyanensis	tree								woody
71905	Terminalia hadleyana									woody
53706	Terminalia hainanensis	tree								woody
53707	Terminalia hypargyrea	tree								woody
53708	Terminalia impediens	tree								woody
53709	Terminalia ivorensis	tree								woody
53710	Terminalia januarensis	tree								woody
53711	Terminalia kaernbachii	tree								woody
53712	Terminalia kaiseriana	shrub/tree								woody
53713	Terminalia katikii	tree								woody
71906	Terminalia kilimandscharica									woody
53714	Terminalia kuhlmannii	tree								woody
53715	Terminalia latifolia	shrub/tree								woody
53716	Terminalia latipes	tree								woody
53717	Terminalia laxiflora	tree								woody
53718	Terminalia longespicata	tree								woody
53719	Terminalia lucida	tree								woody
53720	Terminalia macadamii	tree								woody
53721	Terminalia macrocarpa									woody
53722	Terminalia macroptera	tree								woody
53723	Terminalia manii	tree								woody
53724	Terminalia mantaliopsis	tree								woody
53725	Terminalia mantaly	tree								woody
53726	Terminalia megalocarpa	tree								woody
53727	Terminalia melanocarpa	tree								woody
53728	Terminalia microcarpa	tree								woody
53729	Terminalia mollis	tree								woody
53730	Terminalia monoceros	tree								woody
53731	Terminalia morobensis	tree								woody
53732	Terminalia myriocarpa	tree								woody
53733	Terminalia neotaliala	tree								woody
53734	Terminalia nitens	tree								woody
73090	Terminalia ob									woody
53735	Terminalia oblonga	tree								woody
53736	Terminalia oblongata	tree								woody
53737	Terminalia oliveri	tree								woody
53738	Terminalia ombrophila	tree								woody
71907	Terminalia orbicularis									woody
53739	Terminalia oreadum	tree								woody
53740	Terminalia pallida	tree								woody
53741	Terminalia paniculata	tree								woody
53742	Terminalia parvula									woody
53743	Terminalia phanerophlebia	shrub/tree								woody
53744	Terminalia phellocarpa	tree								woody
71908	Terminalia platyphylla									woody
53745	Terminalia porphyrocarpa	tree								woody
53746	Terminalia procera	tree								woody
53747	Terminalia prunioides	shrub/tree								woody
53748	Terminalia pteleopsoides	tree								woody
53749	Terminalia pterocarpa	tree								woody
53750	Terminalia pyrifolia	tree								woody
53751	Terminalia randii	shrub/tree								woody
53752	Terminalia richii	tree								woody
53753	Terminalia rubiginosa	tree								woody
53754	Terminalia rufovestita	tree								woody
53755	Terminalia sambesiaca	tree								woody
53756	Terminalia sepicana	tree								woody
53757	Terminalia sericea	shrub/tree								woody
53758	Terminalia sericocarpa	tree								woody
53759	Terminalia seyrigii	tree								woody
53760	Terminalia solomonensis	tree								woody
53762	Terminalia spinosa	tree								woody
53763	Terminalia steenisiana	tree								woody
53764	Terminalia stenostachya	shrub/tree								woody
53765	Terminalia stuhlmannii	shrub/tree								woody
53766	Terminalia subserrata	tree								woody
53767	Terminalia subspathulata	tree								woody
53768	Terminalia sulcata	tree								woody
53769	Terminalia superba	tree								woody
53770	Terminalia supitiana	tree								woody
53771	Terminalia tarapotensis	tree								woody
53772	Terminalia tetrandra	tree								woody
53773	Terminalia tomentosa	tree								woody
53774	Terminalia trichopoda	tree								woody
53775	Terminalia tricristata	tree								woody
53776	Terminalia triflora	tree								woody
53777	Terminalia triptera	tree								woody
53778	Terminalia tropophylla	tree								woody
53780	Terminaliopsis tetrandus	shrub/tree								woody
64040	Ternstroemia aneura									woody
53781	Ternstroemia bancana									woody
53782	Ternstroemia brasiliensis	shrub								woody
53783	Ternstroemia browniana									woody
53784	Ternstroemia carinata									woody
53785	Ternstroemia cherryi									woody
53786	Ternstroemia congestiflora									woody
53787	Ternstroemia coriacea									woody
53788	Ternstroemia dentata									woody
53789	Ternstroemia elongata									woody
53790	Ternstroemia gymnanthera	tree								woody
53791	Ternstroemia hemsleyi	tree								woody
53792	Ternstroemia japonica									woody
53795	Ternstroemia magnifica									woody
53796	Ternstroemia merrilliana									woody
53798	Ternstroemia penangiana									woody
53800	Ternstroemia stahlii	tree								woody
53801	Ternstroemia tepezapote	tree								woody
53802	Ternstroemia toquian									woody
53803	Tersonia brevipes	shrub								woody
71911	Tersonia cyathiflora									woody
53805	Tessaria dodoneaefolia									woody
53806	Tessaria integrifolia	tree								woody
53807	Tessmannia africana									woody
53808	Tessmannia lescrauwaetii									woody
53811	Tessmannianthus heterostemon	tree								woody
53812	Testulea gabonensis									woody
53813	Tetraberlinia bifoliolata									woody
53816	Tetraberlinia tubmaniana									woody
53817	Tetracarpaea tasmanica									woody
53818	Tetracentron sinense	tree								woody
53819	Tetracera akara			climber						
53820	Tetracera alnifolia			climber						
53821	Tetracera asiatica			climber						
53822	Tetracera boiviniana	shrub								woody
53823	Tetracera hydrophila			climber						woody
53824	Tetracera indica	shrub/tree								woody
53825	Tetracera macrophylla			climber						
53826	Tetracera masuiana	shrub								woody
53827	Tetracera parviflora									woody
53828	Tetracera portobellensis			climber						woody
53829	Tetracera scandens			climber						woody
53831	Tetracera triceras	shrub								woody
53832	Tetracera ulmifolia	shrub/tree								woody
53833	Tetracera volubilis									woody
53834	Tetracera willdenowiana			climber						woody
71920	Tetrachaete elionuroides	graminoid								non-woody
53835	Tetrachne dregei	graminoid								non-woody
53837	Tetraclinis articulata	tree								woody
53839	Tetracme quadricornis	herb								non-woody
53840	Tetracoccus dioicus	shrub								woody
53842	Tetractomia lauterbachiana									woody
53845	Tetradium glabrifolium									woody
53846	Tetradium sambucinum									woody
53847	Tetradymia axillaris	shrub								woody
53848	Tetradymia canescens	shrub								woody
64930	Tetradymia glabrata	shrub								woody
64931	Tetradymia spinosa	shrub								woody
53850	Tetragastris altissima	tree								woody
53851	Tetragastris balsamifera	tree								woody
53852	Tetragastris hostmannii	tree								woody
53853	Tetragastris panamensis	tree								woody
53855	Tetraglochin alatum	shrub								woody
71923	Tetragonia acanthocarpa	shrub	succulent							woody
53856	Tetragonia arbuscula	herb/shrub	succulent							non-woody/woody
53857	Tetragonia calycina	shrub	succulent							woody
53858	Tetragonia echinata	herb/shrub	succulent							non-woody/woody
71924	Tetragonia eremaea	shrub	succulent							woody
53859	Tetragonia expansa	herb/shrub	succulent							non-woody/woody
53860	Tetragonia fruticosa	shrub	succulent							woody
71925	Tetragonia implexicoma	shrub	succulent							woody
53861	Tetragonia macrocarpa	herb/shrub	succulent							non-woody/woody
53862	Tetragonia maritima	shrub	succulent							woody
53863	Tetragonia reduplicata	shrub	succulent							woody
71926	Tetragonia schenkii	shrub	succulent							woody
53864	Tetragonia spicata	herb/shrub	succulent							non-woody/woody
53865	Tetragonia tetragonioides	herb/shrub	stem-succulent							non-woody/woody
53866	Tetragonia tetragonoides	herb/shrub	stem-succulent							non-woody/woody
53867	Tetragonia virgata	shrub	succulent							woody
53868	Tetragonolobus maritimus	herb								non-woody
53869	Tetragonotheca texana	herb								non-woody
53870	Tetrameles nudiflora	tree								woody
53871	Tetrameranthus globuliferus	tree								woody
53872	Tetrameranthus laomae	tree								woody
53873	Tetramerista glabra	tree								woody
53874	Tetramerista montana	tree								woody
53875	Tetramerium nervosum	herb								non-woody
53880	Tetramolopium macrum									woody
53886	Tetraplasandra koordersii									woody
53887	Tetrapleura tetraptera									woody
53888	Tetrapogon cenchriformis	graminoid								non-woody
53889	Tetrapogon tenellus	graminoid								non-woody
53890	Tetrapogon villosus	graminoid								non-woody
53891	Tetrapteris discolor									woody
53892	Tetrapteris macrocarpa									woody
53893	Tetrapteris seemanni									woody
53896	Tetrapterys crispa									woody
53897	Tetrapterys discolor									woody
53899	Tetrapterys macrocarpa									woody
53900	Tetrapterys magnifolia									woody
53903	Tetrapterys seemannii									woody
71936	Tetrapterys tinifolia									woody
53905	Tetraria capillaris	graminoid								non-woody
71938	Tetraria natalensis	graminoid								non-woody
53906	Tetrarrhena juncea	graminoid								non-woody
53907	Tetrarrhena turfosa	graminoid								non-woody
53908	Tetrastigma dubium	shrub								woody
53909	Tetrastigma lanceolarium	shrub								woody
53910	Tetrastigma nitens	shrub		climber						woody
53911	Tetrastigma obovatum	shrub								woody
53912	Tetrastigma papillosum	shrub								woody
64993	Tetrastigma planicaule	shrub								woody
53914	Tetrastylidium grandifolium									woody
53915	Tetrasynandra laxiflora	tree								woody
53916	Tetrasynandra longipes	shrub								woody
53918	Tetratheca ericifolia	shrub								woody
71942	Tetratheca hirsuta	shrub		climber						woody
53923	Tetratheca shiressii	shrub								woody
53927	Tetrathylacium johanseni									woody
53928	Tetrathylacium johansenii	tree								woody
