allmb_name	gbif_species_key	num_occurrences	woody_state
Zabelia_dielsii	3857390	788	ancestral
Quintinia_acutifolia	3932810	8616	ancestral
Pennantia_corymbosa	3596592	4042	ancestral
Aralidium_pinnatifidum	3838835	329	ancestral
Griselinia_littoralis	5581563	33439	ancestral
Myrrhidendron_donnell-smithii	7363341	300	derived
Niphogeton_dissecta	6027423	521	non-woody
Zizia_aurea	3034521	5059	non-woody
Lomatium_triternatum	3034264	1712	non-woody
Pteryxia_terebinthina	3034667	934	non-woody
Lomatium_parvifolium	3034284	192	non-woody
Nirarathamnos_asarifolius	5832086	9	derived
Lomatium_lucidum	3034349	139	non-woody
Lomatium_utriculatum	3034336	1314	non-woody
Lomatium_marginatum	3034311	117	non-woody
Cymopterus_acaulis_var._higginsii	6026405	552	non-woody
Spermolepis_inermis	5371849	643	non-woody
Angelica_sylvestris	5371818	386191	non-woody
Peucedanum_cervaria	5540777	20341	non-woody
Lomatocarpa_albomarginata	3633093	116	non-woody
Selinum_carvifolia	5371781	26766	non-woody
Aethusa_cynapium	5371825	76495	non-woody
Heracleum_maximum	3034830	427098	non-woody
Coriandrum_sativum	3034871	7624	non-woody
Silaum_silaus	6027388	39896	non-woody
Selinum_candollei			non-woody
Cnidium_dubium	3632399	3214	non-woody
Aegopodium_podagraria	3034620	256570	non-woody
Pimpinella_saxifraga	7622278	220563	non-woody
Deverra_burchellii	7835843	136	ancestral
Deverra_tortuosa	6027143	849	non-woody
Ammi_majus	3034182	9399	non-woody
Foeniculum_vulgare	3034922	50276	non-woody
Apium_graveolens	5371879	13487	non-woody
Stoibrax_dichotomum	3637315	448	non-woody
Anethum_graveolens	3034646	9029	non-woody
Conium_maculatum	3034807	46378	non-woody
Seseli_elatum			non-woody
Seseli_montanum			non-woody
Seseli_lehmannii	3630690	25	non-woody
Ferula_communis	8048981	8081	non-woody
Daucus_carota	3034742	345220	non-woody
Daucus_tenuissimus	9439727	9	derived
Tornabenea_bischoffii	9274979	36	derived
Daucus_aureus	6027382	733	non-woody
Daucus_crinitus	3641952	1487	non-woody
Daucus_decipiens	9244277	177	derived
Daucus_glochidiatus	6027313	21169	non-woody
Silphiodaucus_prutenicus	9540150	3295	non-woody
Orlaya_grandiflora	3638282	5845	non-woody
Laserpitium_siler	5537918	15244	non-woody
Thapsia_villosa	6026828	10891	non-woody
Laserpitium_latifolium	6026401	38133	non-woody
Torilis_japonica	3034820	128151	non-woody
Anthriscus_sylvestris	5371742	409196	non-woody
Ligusticum_scoticum	3034798	10116	non-woody
Smyrnium_olusatrum	3034782	10037	non-woody
Ligusticum_porteri	3034795	717	non-woody
Sison_amomum	3641433	10991	non-woody
Ligusticum_grayi	3034792	664	non-woody
Anthriscus_caucalis	5371743	21374	non-woody
Athamanta_cretensis	7607769	8208	non-woody
Berula_erecta	3034699	78293	non-woody
Trinia_glauca	6027378	13447	non-woody
Saposhnikovia_divaricata	3638241	392	non-woody
Apiastrum_angustifolium	7496084	470	non-woody
Erigenia_bulbosa	3034769	1432	non-woody
Heptaptera_anisoptera	3630881	369	non-woody
Pimpinella_cretica_var._cretica	6027034	995	non-woody
Pimpinella_anisum	8080300	798	non-woody
Pleurospermum_austriacum	3632864	3542	non-woody
Bupleurum_exaltatum	6027105	42569	non-woody
Bupleurum_baldense	3639903	9169	non-woody
Bupleurum_fruticescens_subsp._spinosum	6027094	16906	non-woody
Bupleurum_fruticescens_subsp._fruticescens	6027094	16906	derived
Bupleurum_salicifolium	7605240	313	derived
Bupleurum_semicompositum	3636403	5121	non-woody
Bupleurum_tenuissimum	3635987	8086	ancestral
Bupleurum_rigidum_subsp._rigidum	6026935	9778	non-woody
Bupleurum_fruticosum	3638793	5903	ancestral
Bupleurum_stellatum	3636171	3398	non-woody
Bupleurum_canescens_var._handiense	3638501	49	derived
Bupleurum_dianthifolium	6027124	67	derived
Bupleurum_dracaenoides	7473913	0	derived
Heteromorpha_arborescens	6027321	1897	non-woody
Marlothiella_gummifera	3631870	30	derived
Phlyctidocarpa_flava	3639514	11	non-woody
Eryngium_ovinum	3628924	4758	non-woody
Eryngium_bupleuroides	3632917	51	derived
Eryngium_pristis	6027408	507	non-woody
Eryngium_yuccifolium	3034408	3854	non-woody
Eryngium_elegans	6026543	1028	non-woody
Eryngium_leavenworthii	3034412	822	non-woody
Eryngium_campestre	3034426	113569	non-woody
Eryngium_sarcophyllum	3642112	9	derived
Sanicula_europaea	6027128	75686	non-woody
Astrantia_major	3034915	32879	non-woody
Actinolema_macrolema	3635307	89	ancestral
Alepidea_amatymbica	3633432	196	non-woody
Steganotaenia_araliacea	3637619	1424	ancestral
Azorella_pedunculata	7508025	435	non-woody
Gymnophyton_polycephalum	3125344	167	derived
Gymnophyton_isatidicarpum	3125341	89	derived
Asteriscium_closii	5385247	51	non-woody
Gymnophyton_foliosum	3632764	20	derived
Asteriscium_chilense	6026863	121	non-woody
Pozoa_coriacea	3631939	201	non-woody
Eremocharis_fruticosa	5538327	57	derived
Bowlesia_tropaeolifolia	6027420	204	non-woody
Centella_virgata	7413509	491	non-woody
Xanthosia_tridentata	5539871	4110	non-woody
Xanthosia_pilosa	6027136	6158	ancestral
Mackinlaya_confusa	3037570	406	ancestral
Actinotus_helianthi	5538649	4030	non-woody
Platysace_stephensonii	3633324	153	non-woody
Platysace_lanceolata	3633421	9399	ancestral
Platysace_ericoides	8513041	4587	ancestral
Delarbrea_michieana	3036856	287	ancestral
Hedera_helix	8351737	450437	ancestral
Pseudopanax_crassifolius	3037461	19935	ancestral
Aralia_hispida	3037033	2413	non-woody
Aralia_elata	3036892	2990	ancestral
Aralia_chinensis	3036940	605	ancestral
Aralia_racemosa	3036958	3042	non-woody
Panax_quinquefolius	5372246	4703	non-woody
Aralia_nudicaulis	3037021	6557	non-woody
Raukaua_simplex	3037314	19508	ancestral
Cephalaralia_cephalobotrys	3036326	1366	non-woody
Schefflera_vinosa	3038125	1399	ancestral
Hydrocotyle_vulgaris	3034606	118779	non-woody
Centella_asiatica	3034128	14800	non-woody
Hydrocotyle_hirta	6027020	10020	non-woody
Hydrocotyle_exigua	3638276	187	non-woody
Bursaria_spinosa	7303844	33898	ancestral
Berzelia_lanuginosa	5643057	1240	ancestral
Ilex_aquifolium	5414222	225266	ancestral
Primula_veris_subsp._macrocalyx	8377689	200265	non-woody
Lysimachia_christinae	7290577	276	non-woody
Lysimachia_clethroides	3169331	4745	non-woody
Lysimachia_maxima	3169373	578	derived
Glaux_maritima	4007442	68341	non-woody
Anagallis_arvensis	8184903	195673	non-woody
Lysimachia_vulgaris	3169386	291916	non-woody
Trientalis_borealis	7983163	6185	non-woody
Lysimachia_minoricensis	4007266	53	non-woody
Lysimachia_quadriflora	3169380	1508	non-woody
Lysimachia_atropurpurea	4006064	367	non-woody
Lysimachia_ruhmeriana	4005883	395	non-woody
Lysimachia_hybrida	3169333	1458	non-woody
Lysimachia_terrestris	3169365	4105	non-woody
Lysimachia_venosa	3169363	10	derived
Lysimachia_forbesii	3169362	30	derived
Lysimachia_lydgatei	3169332	15	derived
Lysimachia_lanceolata	3169369	1540	non-woody
Anagallis_tenella	4005183	27076	non-woody
Cyclamen_persicum	3169317	3729	non-woody
Ardisia_quinquegona	7331031	2119	ancestral
Ardisia_villosa	7331183	553	ancestral
Ardisia_primulifolia	5558460	78	non-woody
Ardisia_crenata	5414379	5121	ancestral
Ardisia_japonica	5558066	4664	ancestral
Ardisia_solanacea	5414375	1948	ancestral
Ardisia_escallonioides	5558603	1394	ancestral
Ardisia_guianensis	5558301	2002	ancestral
Ardisia_bartlettii	5557789	184	ancestral
Ardisia_lanceolata	7972473	477	ancestral
Ardisia_auriculata	5557873	289	ancestral
Ardisia_revoluta	5558224	1296	ancestral
Ardisia_glauciflora	5414374	54	ancestral
Ardisia_costaricensis	3718459	329	ancestral
Ardisia_macrophylla	7460928	178	ancestral
Embelia_australiana	8068378	1576	ancestral
Myrsine_divaricata	3721809	16807	ancestral
Aegiceras_corniculatum	3721362	2891	ancestral
Coris_monspeliensis	7290586	17179	ancestral
Samolus_valerandi	3169313	37853	non-woody
Bonellia_macrocarpa_subsp._pungens	7151936	1610	ancestral
Maesa_lanceolata	7330870	3534	ancestral
Diospyros_mespiliformis	4071204	5409	ancestral
Euclea_crispa	6056988	2114	ancestral
Royena_whyteana	4070390	1196	ancestral
Euclea_tomentosa	5662631	146	ancestral
Euclea_schimperi	7414233	2090	ancestral
Euclea_racemosa	7414233	2090	ancestral
Euclea_pseudebenus	7868746	301	ancestral
Euclea_polyandra	5662648	257	non-woody
Euclea_acutifolia	5662703	104	ancestral
Planchonia_careya	5383741	5672	ancestral
Vitellaria_paradoxa	2886750	15431	ancestral
Collomia_linearis	2927552	3425	non-woody
Phlox_divaricata	2927730	5657	non-woody
Phlox_subulata_subsp._subulata	2927727	2103	non-woody
Phlox_bifida_subsp._bifida	2927715	936	ancestral
Phlox_longifolia	2927725	1882	non-woody
Polemonium_caeruleum	2927850	14493	non-woody
Phlox_diffusa	2927749	1315	non-woody
Phlox_speciosa	2927760	991	non-woody
Ipomopsis_aggregata	2927979	5207	non-woody
Cobaea_scandens	4204358	938	ancestral
Fouquieria_splendens	2927459	6549	ancestral
Deherainia_smaragdina	7313221	214	ancestral
Stylogyne_turbacensis	7331069	868	ancestral
Parathesis_cubana	7331153	657	ancestral
Centunculus_minimus	7939955	13155	non-woody
Labisia_pumila_var._lanceolata	7330960	455	non-woody
Ardisiandra_wettsteinii	7647972	21	non-woody
Calluna_vulgaris	2882482	483866	ancestral
Vaccinium_myrtillus	2882833	356390	ancestral
Chamaedaphne_calyculata	5333436	13738	ancestral
Andromeda_polifolia	5333413	98631	non-woody
Zenobia_pulverulenta	5333371	569	ancestral
Andromeda_polifolia_var._latifolia	5333413	98631	non-woody
Lyonia_ovalifolia	7328514	5983	ancestral
Oxydendrum_arboreum	2882708	2502	ancestral
Epacris_impressa	8377116	22255	ancestral
Orthilia_secunda	2888310	75798	non-woody
Chimaphila_menziesii	8629183	713	ancestral
Moneses_uniflora	2888298	29495	non-woody
Chimaphila_umbellata	2888307	17052	ancestral
Arbutus_unedo	2882803	83765	ancestral
Monotropa_hypopitys	2888342	36754	non-woody
Pterospora_andromedea	5334184	2189	non-woody
Enkianthus_cernuus	4169875	1148	ancestral
Harrimanella_hypnoides	2882793	8221	ancestral
Clethra_barbinervis	3718199	3759	ancestral
Actinidia_arguta	3189693	3696	ancestral
Sarracenia_purpurea	5421389	6523	non-woody
Symplocos_cochinchinensis	7318817	7719	ancestral
Styrax_japonicus	5371678	8764	ancestral
Diapensia_lapponica	5333323	8765	non-woody
Eurya_japonica	7152601	7079	ancestral
Impatiens_latifolia	7651532	63	derived
Impatiens_walleriana	2891772	2191	non-woody
Impatiens_flaccida	4193555	74	derived
Impatiens_henslowiana	4193604	48	derived
Impatiens_leschenaultii	8046392	4	derived
Impatiens_burtonii_subsp._burtonii	7309764	688	non-woody
Impatiens_niamniamensis	4194166	1280	non-woody
Impatiens_firmula	4193612	300	derived
Impatiens_amoena	4193374	26	derived
Impatiens_vilersi	4194093	139	derived
Impatiens_duclouxii	4936428	84	derived
Impatiens_noli-tangere	2891779	73965	non-woody
Impatiens_arguta	4192927	509	non-woody
Impatiens_glandulifera	2891770	148655	non-woody
Impatiens_kerriae	4193650	18	derived
Impatiens_teitensis	7309678	81	derived
Impatiens_cecilii	4936491	43	non-woody
Impatiens_briartii	4194122	255	non-woody
Impatiens_assurgens	4194158	341	non-woody
Impatiens_irvingii	4192834	362	non-woody
Impatiens_balfourii	2891783	4305	non-woody
Impatiens_shirensis	4193936	60	derived
Impatiens_raphidothrix	4193874	151	derived
Impatiens_pseudohamata	4193209	12	non-woody
Impatiens_nana	4192996	198	non-woody
Impatiens_sylvicola	4193178	173	non-woody
Impatiens_hydrogetonoides	7309684	22	non-woody
Impatiens_hamata	4193798	61	non-woody
Impatiens_eryaleia	7309758	49	non-woody
Impatiens_gordonii	7653117	9	non-woody
Impatiens_parishii	4192948	9	derived
Impatiens_mirabilis	4193392	23	derived
Impatiens_jurpia	8054957	37	derived
Impatiens_gesneroidea	7309682	238	derived
Impatiens_dewildeana	7309722	9	derived
Impatiens_bidentata	4193252	4	derived
Impatiens_crassisepala	4194099	2	derived
Impatiens_fruticosa	4193328	21	derived
Impatiens_gagnepainiana	4193184	2	derived
Impatiens_glandulosa	4192845	8	derived
Impatiens_laevigata	4193261	40	derived
Impatiens_laotica	4193138	6	derived
Impatiens_macrophylla	4193210	55	derived
Impatiens_psychadelphoides	4193077	47	non-woody
Impatiens_salpinx	4193019	36	non-woody
Impatiens_stenantha	4193520	117	derived
Impatiens_vitellina	4193971	29	derived
Impatiens_zombensis	4193417	71	non-woody
Norantea_guianensis	7275886	1457	ancestral
Marcgravia_nepenthoides	5614666	269	ancestral
Marcgravia_rectiflora	5421053	381	non-woody
Nyssa_sylvatica	5383717	5727	ancestral
Grubbia_rosmarinifolia	3646027	622	ancestral
Cornus_sanguinea	3082234	278151	ancestral
Cornus_suecica	3082246	37166	non-woody
Cornus_florida	3082240	8512	ancestral
Cornus_mas	3082263	27366	ancestral
Cornus_drummondii	3082256	3988	ancestral
Alangium_platanifolium	7326268	3685	ancestral
Alangium_grisolleoides	3701854	89	ancestral
Alangium_javanicum_var._javanicum	7820327	739	ancestral
Alangium_alpinum	3701918	28	ancestral
Mentzelia_albicaulis	8584815	2220	non-woody
Mentzelia_arborescens	5646435	78	derived
Mentzelia_scabra	7289741	591	derived
Mentzelia_tridentata	5331468	49	non-woody
Mentzelia_heterosepala	5646208	11	derived
Mentzelia_sericea	5646220	23	derived
Cevallia_sinuata	2874845	890	non-woody
Fuertesia_domingensis	4021172	20	derived
Petalonyx_thurberi	2874840	861	derived
Kissenia_capensis	4931777	263	derived
Philadelphus_coronarius	2986045	5701	ancestral
Hydrostachys_polymorpha	3610779	188	non-woody
Aextoxicon_punctatum	4195638	345	ancestral
Rhabdodendron_macrophyllum	3880536	234	ancestral
Simmondsia_chinensis	5361949	3076	ancestral
Limeum_pterocarpum	3783554	658	non-woody
Limeum_dinteri	3783352	116	ancestral
Limeum_aethiopicum	5835975	590	non-woody
Limeum_myosotis	3783640	271	non-woody
Barbeuia_madagascariensis	4191561	93	ancestral
Ramisia_brasiliensis	3700159	53	ancestral
Mirabilis_jalapa	3086240	8948	non-woody
Guapira_opposita	7327320	5635	ancestral
Phaeoptilum_spinosum	3700505	362	ancestral
Phytolacca_icosandra	3084023	6620	ancestral
Phytolacca_americana	3084015	26218	non-woody
Phytolacca_dioica	7309625	1560	ancestral
Phytolacca_acinosa	3084022	5748	non-woody
Phytolacca_octandra	3084023	6620	non-woody
Phytolacca_dodecandra	3084025	1168	ancestral
Phytolacca_rivinoides	3084014	3166	non-woody
Agdestis_clematidea	5383981	321	non-woody
Sarcobatus_vermiculatus	3083990	1038	ancestral
Gallesia_integrifolia	7309641	923	ancestral
Rivina_humilis	3084027	8836	non-woody
Seguieria_langsdorffii	4192507	420	ancestral
Gisekia_africana	3794715	1067	non-woody
Tribulocarpus_dimorphanthus	3703920	86	ancestral
Trianthema_portulacastrum	3084848	3254	non-woody
Zaleya_galericulata	7329159	1195	non-woody
Sesuvium_hydaspicum	3706728	402	non-woody
Sesuvium_congense	3707049	18	derived
Sesuvium_sesuvioides	3706728	402	ancestral
Sesuvium_verrucosum	3084886	976	ancestral
Sesuvium_portulacastrum	3084883	6230	derived
Cypselea_humifusa	9380463	192	non-woody
Sesuvium_edmonstonei	3706995	73	derived
Sesuvium_nyasicum	3706912	42	non-woody
Cleretum_bellidiforme	3707306	555	non-woody
Drosanthemum_zygophylloides	3704559	19	derived
Drosanthemum_lique	3704985	133	derived
Drosanthemum_speciosum	3084870	84	derived
Drosanthemum_stokoei	3704684	38	non-woody
Drosanthemum_inornatum	3705087	41	derived
Drosanthemum_schoenlandianum	3704720	44	derived
Drosanthemum_curtophyllum	3705291	34	derived
Drosanthemum_montaguense	3704808	36	non-woody
Drosanthemum_hispidum	3084869	268	derived
Drosanthemum_asperulum	3707522	103	derived
Drosanthemum_gracillimum	3705134	27	derived
Hereroa_hesperantha	3707362	56	derived
Antimima_crassifolia	5554825	8	derived
Orthopterum_coeganum	3707768	28	ancestral
Argyroderma_fissum	3705796	158	non-woody
Lapidaria_margaretae	5554491	44	ancestral
Scopelogena_bruynsii	3707130	20	derived
Juttadinteria_deserticola	3706619	113	derived
Fenestraria_rhopalophylla	7329187	148	non-woody
Erepsia_anceps	3705703	287	derived
Drosanthemum_pulverulentum	3704772	32	derived
Lithops_karasmontana_var._karasmontana	7329209	136	ancestral
Cephalophyllum_ebracteatum	3702923	78	non-woody
Cephalophyllum_herrei	3702866	44	derived
Cephalophyllum_pulchellum	3708521	13	derived
Cephalophyllum_tetrastichum	3708415	0	derived
Leipoldtia_schultzei	3704248	484	derived
Vanzijlia_annulata	3703378	89	ancestral
Ruschia_cradockensis	7329291	174	derived
Jordaaniella_dubia	3706704	143	non-woody
Psammophora_modesta	5554732	115	derived
Zeuktophyllum_suppositum	8658704	9	derived
Lampranthus_roseus	3704907	43	derived
Oophytum_nanum	3708082	40	ancestral
Monilaria_moniliformis	3703327	121	derived
Dicrocaulon_brevifolium	3706145	37	derived
Mitrophyllum_clivorum	3703585	134	ancestral
Meyerophytum_meyeri	3703745	59	derived
Delosperma_pageanum	8609332	34	derived
Carpobrotus_edulis	3084842	7359	ancestral
Disphyma_australe_subsp._australe	7552617	545	non-woody
Disphyma_crassifolium	3084850	360	non-woody
Disphyma_papillatum	8307604	53	non-woody
Malephora_crocea	3084858	313	derived
Delosperma_echinatum	3707303	107	derived
Delosperma_cooperi	9376410	205	derived
Ruschia_tumidula	5555051	87	derived
Trichodiadema_barbatum	5554303	156	derived
Delosperma_tradescantioides	3706488	75	non-woody
Delosperma_nakurense	3706846	64	derived
Mestoklema_tuberosum	7329233	194	derived
Delosperma_floribundum	3707253	30	derived
Delosperma_congestum	3707401	16	derived
Delosperma_litorale	3084875	59	non-woody
Delosperma_peersii	3706742	12	derived
Delosperma_davyi	3707358	31	derived
Delosperma_patersoniae	3706749	35	derived
Delosperma_frutescens	3707230	23	derived
Delosperma_macrostigma	3706898	12	derived
Delosperma_lineare	3706972	86	derived
Delosperma_rogersii	3706630	35	derived
Delosperma_abyssinicum	3707625	11	derived
Delosperma_brunnthaleri	3707475	12	derived
Delosperma_burtoniae	3707468	3	derived
Delosperma_calitzdorpense	3707455	9	derived
Delosperma_calycinum	3707447	14	derived
Delosperma_concavum	3707410	26	derived
Delosperma_crassum	3707378	30	derived
Delosperma_cronemeyerianum	7448206	1	derived
Delosperma_erectum	3707284	4	derived
Delosperma_gerstneri	3707204	1	derived
Delosperma_giffenii	3707195	7	derived
Delosperma_gramineum	3707165	9	derived
Delosperma_gratiae	3707149	21	derived
Delosperma_hirtum	3707117	48	derived
Delosperma_imbricatum	3707101	12	derived
Delosperma_inaequale	3707091	3	derived
Delosperma_incomptum	3707084	13	derived
Delosperma_invalidum	7961679	114	derived
Delosperma_katbergense	3707041	20	derived
Delosperma_klinghardtianum	3707036	14	derived
Delosperma_laxipetalum	3707014	16	derived
Delosperma_leendertziae	3707002	29	derived
Delosperma_leightoniae	3706984	2	derived
Delosperma_liebenbergii	3706978	1	derived
Delosperma_maxwellii	3706876	2	derived
Delosperma_neethlingiae	3706832	28	derived
Delosperma_ornatulum	3706797	13	derived
Delosperma_pachyrhizum	3706789	54	derived
Delosperma_parviflorum	3706754	11	derived
Delosperma_pondoense	3706707	4	derived
Delosperma_pontii	3706700	10	derived
Delosperma_prasinum	3706686	20	derived
Delosperma_pubipetalum	3706673	0	derived
Delosperma_purpureum	3706666	7	derived
Delosperma_reynoldsii	3706653	2	derived
Delosperma_robustum	3706637	10	derived
Delosperma_scabripes	3706594	23	derived
Delosperma_stenandrum	3706562	1	derived
Delosperma_subclavatum	3706548	9	derived
Delosperma_subincanum	3706541	46	derived
Delosperma_sulcatum	3706525	5	derived
Delosperma_testaceum	3706497	19	derived
Delosperma_truteri	3706481	7	derived
Delosperma_velutinum	3706436	18	derived
Delosperma_verecundum	3706431	15	derived
Delosperma_virens	3706401	14	derived
Delosperma_vogtsii	3706396	14	derived
Delosperma_wethamae	3706381	12	derived
Cheiridopsis_derenbergiana	3708014	86	derived
Cheiridopsis_caroli-schmidtii	3708076	46	non-woody
Cheiridopsis_namaquensis	3707749	282	non-woody
Cheiridopsis_robusta	3707559	242	non-woody
Enarganthe_octonaria	3704214	25	derived
Conophytum_saxetanum	7329194	68	non-woody
Conophytum_pageae	7329283	83	non-woody
Conophytum_frutescens	3705619	26	derived
Ihlenfeldtia_excavata	3706821	70	non-woody
Jensenobotrya_lossowiana	3706746	13	derived
Lampranthus_spectabilis	3704796	198	derived
Namibia_cinerea	5554052	22	ancestral
Stayneria_neilii	3706297	28	derived
Hartmanthus_pergamentaceus	8698195	41	derived
Schlechteranthus_hallii	3707340	33	derived
Schwantesia_ruedebuschii	5554919	19	ancestral
Dinteranthus_puberulus	7329393	60	non-woody
Nananthus_aloides	7533145	55	ancestral
Ruschia_mutata	3705212	5	derived
Wooleya_farinosa	3703276	20	derived
Carpobrotus_acinaciformis	3703606	783	ancestral
Oscularia_deltoides	3707693	233	derived
Oscularia_alba	3707748	8	derived
Lampranthus_aduncus	3706371	50	derived
Oscularia_comptonii	3707720	35	derived
Ruschia_burtoniae	5554525	32	derived
Stoeberia_utilis	7329406	120	derived
Dracophilus_dealbatus	3705542	111	non-woody
Ruschia_multiflora	5554006	77	derived
Astridia_longifolia	5554446	63	derived
Titanopsis_hugo-schlechteri	5554543	22	non-woody
Smicrostigma_viride	3706608	89	derived
Ruschia_brakdamensis	5554540	16	derived
Lampranthus_henricii	3707617	43	derived
Lampranthus_coccineus	3084855	63	derived
Lampranthus_vanputtenii	4935895	24	derived
Lampranthus_multiradiatus	3705230	311	derived
Lampranthus_acrosepalus	3706385	5	derived
Lampranthus_acutifolius	3706378	7	derived
Lampranthus_aestivus	3706364	16	derived
Lampranthus_affinis	3706356	4	derived
Lampranthus_algoensis	3706333	7	derived
Lampranthus_altistylus	3706318	0	derived
Lampranthus_amabilis	3706311	8	derived
Lampranthus_amoenus	3706302	107	derived
Lampranthus_antemeridianus	3706289	12	derived
Lampranthus_antonii	3706281	4	derived
Lampranthus_arenarius	3706266	4	derived
Lampranthus_arenicola	3706259	1	derived
Lampranthus_argillosus	3706236	22	derived
Lampranthus_aureus	3706221	92	derived
Lampranthus_austricola	3706213	31	derived
Lampranthus_baylissii	3706205	1	derived
Lampranthus_berghiae	3706197	27	derived
Lampranthus_borealis	3706169	32	derived
Lampranthus_brachyandrus	3706164	13	derived
Lampranthus_brevistaminus	3706155	30	derived
Lampranthus_brownii	3706149	12	derived
Lampranthus_caespitosus	3706141	9	derived
Lampranthus_calcaratus	3706134	33	derived
Lampranthus_candidus	3706126	7	derived
Lampranthus_capillaceus	3706118	57	derived
Lampranthus_caudatus	3706103	17	derived
Lampranthus_ceriseus	3706088	45	derived
Lampranthus_citrinus	3706082	2	derived
Lampranthus_conspicuus	3706054	21	derived
Lampranthus_convexus	3706045	1	derived
Lampranthus_creber	3706027	6	derived
Lampranthus_curviflorus	3706021	4	derived
Lampranthus_curvifolius	3706008	26	derived
Lampranthus_deflexus	3705991	77	derived
Lampranthus_densifolius	3705966	11	derived
Lampranthus_densipetalus	3705961	13	derived
Lampranthus_dependens	3705951	8	derived
Lampranthus_diffusus	3705945	34	derived
Lampranthus_dilutus	3705936	33	derived
Lampranthus_disgregus	3705928	0	derived
Lampranthus_diutinus	3705914	15	derived
Lampranthus_dubitans	3705891	0	derived
Lampranthus_dulcis	3705885	2	derived
Lampranthus_dyckii	3705869	0	derived
Lampranthus_edwardsiae	3705852	3	derived
Lampranthus_egregius	3705845	2	derived
Lampranthus_elegans	3705838	102	derived
Lampranthus_emarginatoides	3705832	3	derived
Lampranthus_ernestii	3705817	1	derived
Lampranthus_erratus	3705809	1	derived
Lampranthus_eximius	3705787	26	derived
Lampranthus_explanatus	3705780	114	derived
Lampranthus_flexifolius	3705744	2	derived
Lampranthus_flexilis	3705736	0	derived
Lampranthus_formosus	3705720	11	derived
Lampranthus_framesii	3705712	28	derived
Lampranthus_francesiae	3705704	0	derived
Lampranthus_fugitans	3705686	28	derived
Lampranthus_furvus	3705682	47	derived
Lampranthus_glaucoides	3705660	77	derived
Lampranthus_globosus	3705635	5	derived
Lampranthus_glomeratus	3705627	28	derived
Lampranthus_godmaniae	3705620	64	derived
Lampranthus_gracilipes	3705607	3	derived
Lampranthus_gydouwensis	3705591	1	derived
Lampranthus_hallii	3705583	4	derived
Lampranthus_haworthii	3705575	130	derived
Lampranthus_hiemalis	3705551	3	derived
Lampranthus_holensis	3705532	10	derived
Lampranthus_hollandii	3705524	12	derived
Lampranthus_hurlingii	3705517	4	derived
Lampranthus_imbricans	3705511	0	derived
Lampranthus_immelmaniae	3705506	29	derived
Lampranthus_inaequalis	3705498	0	derived
Lampranthus_inconspicuus	3705490	0	derived
Lampranthus_incurvus	3705482	2	derived
Lampranthus_intervallaris	3705474	3	derived
Lampranthus_laetus	3705467	12	derived
Lampranthus_lavisii	3705461	14	derived
Lampranthus_laxifolius	3705455	19	derived
Lampranthus_leightoniae	3705447	2	derived
Lampranthus_leipoldtii	3705438	6	derived
Lampranthus_leptaleon	3705431	88	derived
Lampranthus_leptosepalus	3705426	35	derived
Lampranthus_lewisiae	3705411	9	derived
Lampranthus_liberalis	3705403	2	derived
Lampranthus_littlewoodii	3705397	2	derived
Lampranthus_longistamineus	3705383	2	derived
Lampranthus_macrocarpus	3705362	8	derived
Lampranthus_macrosepalus	3705356	4	derived
Lampranthus_macrostigma	3705349	2	derived
Lampranthus_magnificus	3705342	6	derived
Lampranthus_marcidulus	3705336	0	derived
Lampranthus_marginatus	3705329	1	derived
Lampranthus_mariae	3705323	5	derived
Lampranthus_martleyi	3705315	1	derived
Lampranthus_maturus	3705307	0	derived
Lampranthus_matutinus	9511486	0	derived
Lampranthus_microsepalus	3705274	0	derived
Lampranthus_microstigma	3705269	2	derived
Lampranthus_middlemostii	3705262	6	derived
Lampranthus_monticola	3704746	41	derived
Lampranthus_multiseriatus	3705224	10	derived
Lampranthus_mutans	3705217	16	derived
Lampranthus_nardouwensis	3705207	1	derived
Lampranthus_nelii	3705201	7	derived
Lampranthus_obconicus	3705189	10	derived
Lampranthus_occultans	3705182	3	derived
Lampranthus_otzenianus	3705168	112	derived
Lampranthus_paarlensis	3705154	2	derived
Lampranthus_pakpassensis	3705138	23	derived
Lampranthus_palustris	3705130	2	derived
Lampranthus_parcus	3705123	3	derived
Lampranthus_pauciflorus	3705116	21	derived
Lampranthus_peersii	3705092	3	derived
Lampranthus_perreptans	3705083	4	derived
Lampranthus_plautus	3705048	7	derived
Lampranthus_pleniflorus	3705042	0	derived
Lampranthus_plenus	3705034	8	derived
Lampranthus_pocockiae	3705027	60	derived
Lampranthus_polyanthon	3705019	10	derived
Lampranthus_praecipitatus	3705011	13	derived
Lampranthus_productus	3704981	105	derived
Lampranthus_profundus	3704972	12	derived
Lampranthus_promontorii	3704958	60	derived
Lampranthus_proximus	3704953	3	derived
Lampranthus_purpureus	3704938	28	derived
Lampranthus_recurvus	3704924	6	derived
Lampranthus_reptans	3704915	163	derived
Lampranthus_rubroluteus	3704890	2	derived
Lampranthus_rustii	3704874	24	derived
Lampranthus_salicola	3704866	0	derived
Lampranthus_salteri	3704859	3	derived
Lampranthus_saturatus	3704852	12	derived
Lampranthus_sauerae	3704844	11	derived
Lampranthus_serpens	3704824	8	derived
Lampranthus_sparsiflorus	3704804	8	derived
Lampranthus_spiniformis	3704790	107	derived
Lampranthus_staminodiosus	3704783	6	derived
